,id,screen_name,name,lang,created_at,location,time_zone,description,followers_count,friends_count,statuses_count
0,248795646,Columbia,Columbia University,en,Mon Feb 07 18:58:59 +0000 2011,"New York, New York",Eastern Time (US & Canada),"For more than 250 years, Columbia has been a leader in higher education in the nation and around the world.",143583,323,10342
