date,count
2011-10-25,183
2011-10-24,161
2011-10-23,165
2011-10-22,222
2011-10-21,163
2011-10-20,178
2011-10-19,142
2011-10-18,167
2011-10-17,201
2011-10-16,118
2011-10-15,101
2011-10-14,134
2011-10-13,177
2011-10-12,156
2011-10-11,118
2011-10-10,124
2011-10-09,108
2011-10-08,78
2011-10-07,139
2011-10-06,191
2011-10-05,222
2011-10-04,287
2011-10-03,131
2011-10-02,123
2011-10-01,74
2011-09-30,129
2011-09-29,139
2011-09-28,152
2011-09-27,119
2011-09-26,113
2011-09-25,72
2011-09-24,79
2011-09-23,154
2011-09-22,173
2011-09-21,131
2011-09-20,149
2011-09-19,117
2011-09-18,151
2011-09-17,93
2011-09-16,182
2011-09-15,138
2011-09-14,160
2011-09-13,158
2011-09-12,111
2011-09-11,51
2011-09-10,70
2011-09-09,108
2011-09-08,110
2011-09-07,83
2011-09-06,158
2011-09-05,138
2011-09-04,133
2011-09-03,80
2011-09-02,109
2011-09-01,85
2011-08-31,131
2011-08-30,98
2011-08-29,121
2011-08-28,109
2011-08-27,148
2011-08-26,126
2011-08-25,134
2011-08-24,141
2011-08-23,198
2011-08-22,141
2011-08-21,75
2011-08-20,138
2011-08-19,120
2011-08-18,121
2011-08-17,98
2011-08-16,145
2011-08-15,94
2011-08-14,125
2011-08-13,66
2011-08-12,96
2011-08-11,131
2011-08-10,143
2011-08-09,96
2011-08-08,141
2011-08-07,79
2011-08-06,99
2011-08-05,171
2011-08-04,195
2011-08-03,315
2011-08-02,232
2011-08-01,138
2011-07-31,135
2011-07-30,111
2011-07-29,131
2011-07-28,142
2011-07-27,117
2011-07-26,156
2011-07-25,163
2011-07-24,96
2011-07-23,110
2011-07-22,107
2011-07-21,167
2011-07-20,148
2011-07-19,166
2011-07-18,155
2011-07-17,158
2011-07-16,149
2011-07-15,123
2011-07-14,134
2011-07-13,190
2011-07-12,214
2011-07-11,136
2011-07-10,115
2011-07-09,100
2011-07-08,93
2011-07-07,136
2011-07-06,155
2011-07-05,197
2011-07-04,102
2011-07-03,68
2011-07-02,63
2011-07-01,130
2011-06-30,122
2011-06-29,93
2011-06-28,92
2011-06-27,65
2011-06-26,51
2011-06-25,77
2011-06-24,90
2011-06-23,117
2011-06-22,98
2011-06-21,85
2011-06-20,103
2011-06-19,100
2011-06-18,68
2011-06-17,94
2011-06-16,94
2011-06-15,84
2011-06-14,109
2011-06-13,80
2011-06-12,37
2011-06-11,70
2011-06-10,79
2011-06-09,91
2011-06-08,108
2011-06-07,182
2011-06-06,170
2011-06-05,45
2011-06-04,46
2011-06-03,91
2011-06-02,158
2011-06-01,124
2011-05-31,105
2011-05-30,64
2011-05-29,76
2011-05-28,87
2011-05-27,113
2011-05-26,141
2011-05-25,197
2011-05-24,168
2011-05-23,97
2011-05-22,59
2011-05-21,33
2011-05-20,115
2011-05-19,178
2011-05-18,138
2011-05-17,95
2011-05-16,89
2011-05-15,67
2011-05-14,108
2011-05-13,90
2011-05-12,90
2011-05-11,91
2011-05-10,93
2011-05-09,107
2011-05-08,52
2011-05-07,81
2011-05-06,164
2011-05-05,103
2011-05-04,104
2011-05-03,117
2011-05-02,73
2011-05-01,66
2011-04-30,69
2011-04-29,105
2011-04-28,138
2011-04-27,119
2011-04-26,86
2011-04-25,87
2011-04-24,65
2011-04-23,132
2011-04-22,79
2011-04-21,447
2011-04-20,129
2011-04-19,121
2011-04-18,93
2011-04-17,57
2011-04-16,72
2011-04-15,124
2011-04-14,207
2011-04-13,142
2011-04-12,191
2011-04-11,132
2011-04-10,120
2011-04-09,93
2011-04-08,114
2011-04-07,139
2011-04-06,134
2011-04-05,156
2011-04-04,137
2011-04-03,89
2011-04-02,89
2011-04-01,255
2011-03-31,160
2011-03-30,137
2011-03-29,116
2011-03-28,108
2011-03-27,65
2011-03-26,103
2011-03-25,126
2011-03-24,135
2011-03-23,109
2011-03-22,262
2011-03-21,102
2011-03-20,71
2011-03-19,78
2011-03-18,141
2011-03-17,124
2011-03-16,123
2011-03-15,116
2011-03-14,154
2011-03-13,56
2011-03-12,80
2011-03-11,164
2011-03-10,128
2011-03-09,121
2011-03-08,188
2011-03-07,98
2011-03-06,73
2011-03-05,65
2011-03-04,94
2011-03-03,148
2011-03-02,148
2011-03-01,134
2011-02-28,134
2011-02-27,109
2011-02-26,111
2011-02-25,106
2011-02-24,124
2011-02-23,157
2011-02-22,156
2011-02-21,167
2011-02-20,125
2011-02-19,106
2011-02-18,147
2011-02-17,106
2011-02-16,114
2011-02-15,70
2011-02-14,76
2011-02-13,53
2011-02-12,39
2011-02-11,67
2011-02-10,73
2011-02-09,70
2011-02-08,76
2011-02-07,72
2011-02-06,48
2011-02-05,36
2011-02-04,51
2011-02-03,57
2011-02-02,87
2011-02-01,56
2011-01-31,55
2011-01-30,65
2011-01-29,86
2011-01-28,85
2011-01-27,107
2011-01-26,89
2011-01-25,78
2011-01-24,65
2011-01-23,63
2011-01-22,60
2011-01-21,62
2011-01-20,68
2011-01-19,60
2011-01-18,75
2011-01-17,75
2011-01-16,42
2011-01-15,235
2011-01-14,59
2011-01-13,45
2011-01-12,63
2011-01-11,99
2011-01-10,85
2011-01-09,68
2011-01-08,49
2011-01-07,64
2011-01-06,47
2011-01-05,91
2011-01-04,53
2011-01-03,83
2011-01-02,36
2011-01-01,36
2010-12-31,47
2010-12-30,32
2010-12-29,60
2010-12-28,51
2010-12-27,43
2010-12-26,34
2010-12-25,57
2010-12-24,43
2010-12-23,76
2010-12-22,33
2010-12-21,60
2010-12-20,63
2010-12-19,24
2010-12-18,49
2010-12-17,55
2010-12-16,273
2010-12-15,67
2010-12-14,77
2010-12-13,44
2010-12-12,65
2010-12-11,40
2010-12-10,57
2010-12-09,147
2010-12-08,132
2010-12-07,60
2010-12-06,99
2010-12-05,44
2010-12-04,88
2010-12-03,81
2010-12-02,46
2010-12-01,66
2010-11-30,62
2010-11-29,55
2010-11-28,53
2010-11-27,35
2010-11-26,35
2010-11-25,45
2010-11-24,69
2010-11-23,71
2010-11-22,77
2010-11-21,36
2010-11-20,42
2010-11-19,52
2010-11-18,75
2010-11-17,90
2010-11-16,91
2010-11-15,55
2010-11-14,66
2010-11-13,73
2010-11-12,70
2010-11-11,74
2010-11-10,99
2010-11-09,80
2010-11-08,197
2010-11-07,196
2010-11-06,156
2010-11-05,117
2010-11-04,53
2010-11-03,28
2010-11-02,58
2010-11-01,68
2010-10-31,21
2010-10-30,34
2010-10-29,51
2010-10-28,39
2010-10-27,49
2010-10-26,57
2010-10-25,77
2010-10-24,60
2010-10-23,45
2010-10-22,67
2010-10-21,87
2010-10-20,69
2010-10-19,65
2010-10-18,70
2010-10-17,38
2010-10-16,19
2010-10-15,38
2010-10-14,78
2010-10-13,80
2010-10-12,80
2010-10-11,58
2010-10-10,58
2010-10-09,35
2010-10-08,68
2010-10-07,76
2010-10-06,80
2010-10-05,76
2010-10-04,76
2010-10-03,34
2010-10-02,26
2010-10-01,69
2010-09-30,58
2010-09-29,98
2010-09-28,112
2010-09-27,77
2010-09-26,36
2010-09-25,73
2010-09-24,39
2010-09-23,83
2010-09-22,97
2010-09-21,147
2010-09-20,178
2010-09-19,37
2010-09-18,30
2010-09-17,57
2010-09-16,50
2010-09-15,41
2010-09-14,66
2010-09-13,61
2010-09-12,54
2010-09-11,39
2010-09-10,104
2010-09-09,63
2010-09-08,87
2010-09-07,81
2010-09-06,32
2010-09-05,35
2010-09-04,64
2010-09-03,45
2010-09-02,90
2010-09-01,110
2010-08-31,130
2010-08-30,90
2010-08-29,68
2010-08-28,97
2010-08-27,158
2010-08-26,116
2010-08-25,116
2010-08-24,144
2010-08-23,105
2010-08-22,84
2010-08-21,74
2010-08-20,116
2010-08-19,146
2010-08-18,123
2010-08-17,72
2010-08-16,79
2010-08-15,56
2010-08-14,60
2010-08-13,73
2010-08-12,57
2010-08-11,57
2010-08-10,42
2010-08-09,55
2010-08-08,36
2010-08-07,71
2010-08-06,117
2010-08-05,84
2010-08-04,64
2010-08-03,74
2010-08-02,130
2010-08-01,72
2010-07-31,44
2010-07-30,68
2010-07-29,71
2010-07-28,128
2010-07-27,75
2010-07-26,71
2010-07-25,49
2010-07-24,77
2010-07-23,99
2010-07-22,78
2010-07-21,70
2010-07-20,83
2010-07-19,75
2010-07-18,56
2010-07-17,62
2010-07-16,77
2010-07-15,83
2010-07-14,54
2010-07-13,61
2010-07-12,51
2010-07-11,98
2010-07-10,65
2010-07-09,97
2010-07-08,55
2010-07-07,63
2010-07-06,88
2010-07-05,54
2010-07-04,25
2010-07-03,81
2010-07-02,86
2010-07-01,130
2010-06-30,122
2010-06-29,105
2010-06-28,92
2010-06-27,81
2010-06-26,69
2010-06-25,104
2010-06-24,77
2010-06-23,71
2010-06-22,82
2010-06-21,65
2010-06-20,49
2010-06-19,31
2010-06-18,107
2010-06-17,94
2010-06-16,82
2010-06-15,85
2010-06-14,102
2010-06-13,92
2010-06-12,55
2010-06-11,86
2010-06-10,95
2010-06-09,83
2010-06-08,94
2010-06-07,104
2010-06-06,56
2010-06-05,34
2010-06-04,91
2010-06-03,104
2010-06-02,187
2010-06-01,135
2010-05-31,97
2010-05-30,18
2010-05-29,44
2010-05-28,66
2010-05-27,75
2010-05-26,83
2010-05-25,88
2010-05-24,87
2010-05-23,70
2010-05-22,49
2010-05-21,67
2010-05-20,73
2010-05-19,92
2010-05-18,80
2010-05-17,123
2010-05-16,40
2010-05-15,46
2010-05-14,176
2010-05-13,58
2010-05-12,45
2010-05-11,56
2010-05-10,51
2010-05-09,29
2010-05-08,24
2010-05-07,47
2010-05-06,60
2010-05-05,60
2010-05-04,42
2010-05-03,40
2010-05-02,41
2010-05-01,28
2010-04-30,83
2010-04-29,79
2010-04-28,70
2010-04-27,81
2010-04-26,100
2010-04-25,72
2010-04-24,50
2010-04-23,63
2010-04-22,59
2010-04-21,76
2010-04-20,50
2010-04-19,93
2010-04-18,38
2010-04-17,30
2010-04-16,46
2010-04-15,68
2010-04-14,64
2010-04-13,53
2010-04-12,52
2010-04-11,51
2010-04-10,35
2010-04-09,60
2010-04-08,43
2010-04-07,59
2010-04-06,76
2010-04-05,73
2010-04-04,89
2010-04-03,56
2010-04-02,90
2010-04-01,56
2010-03-31,71
2010-03-30,154
2010-03-29,175
2010-03-28,25
2010-03-27,50
2010-03-26,43
2010-03-25,49
2010-03-24,52
2010-03-23,42
2010-03-22,53
2010-03-21,58
2010-03-20,49
2010-03-19,73
2010-03-18,80
2010-03-17,49
2010-03-16,54
2010-03-15,72
2010-03-14,64
2010-03-13,58
2010-03-12,93
2010-03-11,63
2010-03-10,73
2010-03-09,95
2010-03-08,83
2010-03-07,73
2010-03-06,46
2010-03-05,49
2010-03-04,61
2010-03-03,65
2010-03-02,81
2010-03-01,66
2010-02-28,39
2010-02-27,90
2010-02-26,63
2010-02-25,99
2010-02-24,95
2010-02-23,92
2010-02-22,65
2010-02-21,46
2010-02-20,156
2010-02-19,66
2010-02-18,63
2010-02-17,52
2010-02-16,55
2010-02-15,44
2010-02-14,43
2010-02-13,17
2010-02-12,78
2010-02-11,79
2010-02-10,47
2010-02-09,50
2010-02-08,65
2010-02-07,29
2010-02-06,34
2010-02-05,43
2010-02-04,69
2010-02-03,55
2010-02-02,104
2010-02-01,88
2010-01-31,69
2010-01-30,68
2010-01-29,73
2010-01-28,83
2010-01-27,107
2010-01-26,79
2010-01-25,98
2010-01-24,29
2010-01-23,39
2010-01-22,62
2010-01-21,63
2010-01-20,83
2010-01-19,106
2010-01-18,91
2010-01-17,54
2010-01-16,48
2010-01-15,63
2010-01-14,80
2010-01-13,60
2010-01-12,97
2010-01-11,67
2010-01-10,67
2010-01-09,61
2010-01-08,68
2010-01-07,74
2010-01-06,66
2010-01-05,53
2010-01-04,77
2010-01-03,35
2010-01-02,62
2010-01-01,47
2009-12-31,51
2009-12-30,57
2009-12-29,68
2009-12-28,26
2009-12-27,26
2009-12-26,18
2009-12-25,26
2009-12-24,26
2009-12-23,66
2009-12-22,46
2009-12-21,59
2009-12-20,43
2009-12-19,68
2009-12-18,71
2009-12-17,57
2009-12-16,61
2009-12-15,146
2009-12-14,51
2009-12-13,37
2009-12-12,49
2009-12-11,62
2009-12-10,49
2009-12-09,71
2009-12-08,218
2009-12-07,65
2009-12-06,79
2009-12-05,109
2009-12-04,56
2009-12-03,38
2009-12-02,36
2009-12-01,55
2009-11-30,41
2009-11-29,53
2009-11-28,42
2009-11-27,75
2009-11-26,45
2009-11-25,95
2009-11-24,58
2009-11-23,68
2009-11-22,45
2009-11-21,32
2009-11-20,54
2009-11-19,44
2009-11-18,42
2009-11-17,45
2009-11-16,41
2009-11-15,44
2009-11-14,71
2009-11-13,40
2009-11-12,41
2009-11-11,91
2009-11-10,59
2009-11-09,84
2009-11-08,54
2009-11-07,39
2009-11-06,74
2009-11-05,56
2009-11-04,47
2009-11-03,66
2009-11-02,102
2009-11-01,14
2009-10-31,48
2009-10-30,76
2009-10-29,77
2009-10-28,66
2009-10-27,66
2009-10-26,56
2009-10-25,29
2009-10-24,42
2009-10-23,71
2009-10-22,76
2009-10-21,51
2009-10-20,40
2009-10-19,28
2009-10-18,23
2009-10-17,17
2009-10-16,42
2009-10-15,46
2009-10-14,46
2009-10-13,59
2009-10-12,98
2009-10-11,42
2009-10-10,122
2009-10-09,68
2009-10-08,82
2009-10-07,96
2009-10-06,71
2009-10-05,71
2009-10-04,61
2009-10-03,51
2009-10-02,84
2009-10-01,75
2009-09-30,62
2009-09-29,65
2009-09-28,72
2009-09-27,249
2009-09-26,51
2009-09-25,83
2009-09-24,151
2009-09-23,189
2009-09-22,59
2009-09-21,86
2009-09-20,42
2009-09-19,49
2009-09-18,69
2009-09-17,67
2009-09-16,49
2009-09-15,65
2009-09-14,73
2009-09-13,32
2009-09-12,69
2009-09-11,71
2009-09-10,63
2009-09-09,53
2009-09-08,69
2009-09-07,52
2009-09-06,37
2009-09-05,48
2009-09-04,52
2009-09-03,55
2009-09-02,69
2009-09-01,86
2009-08-31,63
2009-08-30,52
2009-08-29,78
2009-08-28,102
2009-08-27,93
2009-08-26,91
2009-08-25,70
2009-08-24,49
2009-08-23,44
2009-08-22,42
2009-08-21,64
2009-08-20,60
2009-08-19,53
2009-08-18,70
2009-08-17,31
2009-08-16,23
2009-08-15,18
2009-08-14,53
2009-08-13,56
2009-08-12,44
2009-08-11,59
2009-08-10,54
2009-08-09,30
2009-08-08,26
2009-08-07,68
2009-08-06,45
2009-08-05,48
2009-08-04,56
2009-08-03,73
2009-08-02,53
2009-08-01,81
2009-07-31,83
2009-07-30,102
2009-07-29,130
2009-07-28,126
2009-07-27,69
2009-07-26,41
2009-07-25,50
2009-07-24,74
2009-07-23,65
2009-07-22,95
2009-07-21,121
2009-07-20,41
2009-07-19,43
2009-07-18,52
2009-07-17,58
2009-07-16,86
2009-07-15,54
2009-07-14,112
2009-07-13,82
2009-07-12,30
2009-07-11,51
2009-07-10,63
2009-07-09,86
2009-07-08,66
2009-07-07,60
2009-07-06,49
2009-07-05,34
2009-07-04,25
2009-07-03,67
2009-07-02,75
2009-07-01,87
2009-06-30,119
2009-06-29,110
2009-06-28,66
2009-06-27,59
2009-06-26,79
2009-06-25,95
2009-06-24,99
2009-06-23,102
2009-06-22,113
2009-06-21,48
2009-06-20,80
2009-06-19,96
2009-06-18,78
2009-06-17,91
2009-06-16,102
2009-06-15,80
2009-06-14,58
2009-06-13,53
2009-06-12,99
2009-06-11,42
2009-06-10,38
2009-06-09,40
2009-06-08,40
2009-06-07,29
2009-06-06,21
2009-06-05,43
2009-06-04,47
2009-06-03,30
2009-06-02,55
2009-06-01,47
2009-05-31,28
2009-05-30,26
2009-05-29,16
2009-05-28,40
2009-05-27,32
2009-05-26,29
2009-05-25,46
2009-05-24,31
2009-05-23,21
2009-05-22,38
2009-05-21,24
2009-05-20,57
2009-05-19,51
2009-05-18,27
2009-05-17,31
2009-05-16,26
2009-05-15,34
2009-05-14,26
2009-05-13,33
2009-05-12,69
2009-05-11,87
2009-05-10,25
2009-05-09,24
2009-05-08,33
2009-05-07,45
2009-05-06,58
2009-05-05,56
2009-05-04,57
2009-05-03,26
2009-05-02,23
2009-05-01,31
2009-04-30,24
2009-04-29,40
2009-04-28,44
2009-04-27,42
2009-04-26,64
2009-04-25,35
2009-04-24,14
2009-04-23,21
2009-04-22,12
2009-04-21,19
2009-04-20,21
2009-04-19,20
2009-04-18,18
2009-04-17,30
2009-04-16,35
2009-04-15,25
2009-04-14,32
2009-04-13,36
2009-04-12,11
2009-04-11,12
2009-04-10,19
2009-04-09,5
2009-04-08,25
2009-04-07,13
2009-04-06,27
2009-04-05,12
2009-04-04,25
2009-04-03,5
2009-04-02,4
2009-04-01,18
2009-03-31,14
2009-03-30,22
2009-03-29,4
2009-03-28,11
2009-03-27,29
2009-03-26,21
2009-03-25,62
2009-03-24,49
2009-03-23,43
2009-03-22,22
2009-03-21,28
2009-03-20,58
2009-03-19,14
2009-03-18,14
2009-03-17,11
2009-03-16,8
2009-03-15,11
2009-03-14,8
2009-03-13,14
2009-03-12,7
2009-03-11,6
2009-03-10,7
2009-03-09,9
2009-03-08,11
2009-03-07,25
2009-03-06,31
2009-03-05,27
2009-03-04,11
2009-03-03,3
2009-03-02,7
2009-02-27,8
2009-02-26,5
2009-02-25,6
2009-02-24,2
2009-02-23,20
2009-02-22,7
2009-02-21,30
2009-02-20,21
2009-02-19,28
2009-02-18,22
2009-02-17,2
2009-02-16,6
2009-02-15,2
2009-02-14,15
2009-02-13,3
2009-02-12,14
2009-02-11,12
2009-02-10,5
2009-02-08,1
2009-02-07,8
2009-02-06,9
2009-02-04,12
2009-02-03,6
2009-02-02,3
2009-02-01,4
2009-01-31,1
2009-01-29,9
2009-01-28,14
2009-01-27,20
2009-01-26,14
2009-01-25,2
2009-01-24,9
2009-01-23,9
2009-01-22,25
2009-01-21,11
2009-01-20,27
2009-01-19,17
2009-01-18,7
2009-01-17,1
2009-01-16,12
2009-01-15,9
2009-01-14,1
2009-01-13,6
2009-01-12,2
2009-01-10,3
2009-01-09,3
2009-01-08,3
2009-01-07,1
2009-01-06,2
2009-01-05,1
2009-01-04,2
2009-01-03,3
2009-01-02,4
2009-01-01,2
2008-12-31,7
2008-12-30,8
2008-12-29,12
2008-12-28,1
2008-12-27,3
2008-12-24,1
2008-12-23,4
2008-12-22,1
2008-12-21,11
2008-12-19,3
2008-12-18,8
2008-12-17,9
2008-12-16,11
2008-12-15,5
2008-12-14,3
2008-12-13,4
2008-12-12,1
2008-12-11,8
2008-12-10,7
2008-12-09,7
2008-12-08,8
2008-12-07,7
2008-12-06,8
2008-12-05,10
2008-12-04,9
2008-12-03,12
2008-12-02,6
2008-12-01,5
2008-11-30,4
2008-11-29,3
2008-11-28,3
2008-11-27,5
2008-11-26,6
2008-11-25,4
2008-11-24,4
2008-11-23,2
2008-11-22,7
2008-11-21,7
2008-11-20,7
2008-11-19,4
2008-11-18,4
2008-11-17,1
2008-11-16,2
2008-11-15,3
2008-11-14,2
2008-11-13,7
2008-11-12,7
2008-11-11,2
2008-11-10,1
2008-11-09,1
2008-11-08,1
2008-11-07,13
2008-11-06,6
2008-11-05,2
2008-11-04,1
2008-11-03,82
2008-11-02,8
2008-11-01,17
2008-10-31,74
2008-10-30,51
2008-10-29,20
2008-10-28,2
2008-10-27,1
2008-10-26,3
2008-10-24,4
2008-10-23,1
2008-10-22,1
2008-10-21,1
2008-10-20,2
2008-10-18,2
2008-10-17,2
2008-10-16,1
2008-10-15,2
2008-10-14,2
2008-10-13,1
2008-10-12,1
2008-10-11,3
2008-10-10,3
2008-10-08,3
2008-10-07,5
2008-10-06,3
2008-10-04,1
2008-10-03,2
2008-10-02,5
2008-10-01,5
2008-09-30,10
2008-09-29,11
2008-09-28,3
2008-09-27,1
2008-09-26,2
2008-09-25,2
2008-09-23,26
2008-09-22,3
2008-09-21,1
2008-09-20,1
2008-09-19,2
2008-09-17,7
2008-09-16,1
2008-09-15,4
2008-09-14,3
2008-09-13,1
2008-09-12,5
2008-09-11,4
2008-09-10,4
2008-09-08,1
2008-09-06,1
2008-09-05,1
2008-09-04,4
2008-09-03,2
2008-09-02,3
2008-09-01,3
2008-08-31,5
2008-08-30,1
2008-08-28,1
2008-08-27,2
2008-08-25,1
2008-08-23,1
2008-08-19,3
2008-08-18,1
2008-08-15,1
2008-08-14,3
2008-08-13,1
2008-08-12,2
2008-08-11,4
2008-08-10,1
2008-08-09,1
2008-08-07,1
2008-08-06,1
2008-08-04,1
2008-08-03,2
2008-07-30,3
2008-07-29,1
2008-07-28,3
2008-07-27,1
2008-07-25,1
2008-07-22,3
2008-07-21,2
2008-07-18,2
2008-07-17,1
2008-07-14,1
2008-07-11,1
2008-07-08,1
2008-06-25,1
2008-06-19,1
2008-06-17,1
2008-06-16,1
2008-06-15,1
2008-06-10,1
2008-06-06,1
2008-06-04,1
2008-06-03,3
2008-06-02,2
2008-06-01,2
2008-05-29,2
2008-05-28,6
2008-05-27,2
2008-05-26,1
2008-05-23,2
2008-05-22,3
2008-05-21,4
2008-05-20,5
2008-05-19,5
2008-05-18,5
2008-05-17,4
2008-05-16,10
2008-05-15,3
2008-05-14,2
2008-05-13,2
2008-05-12,3
2008-05-11,2
2008-05-10,3
2008-05-09,3
2008-05-08,3
2008-05-07,6
2008-05-06,2
2008-05-05,6
2008-05-04,3
2008-05-03,4
2008-05-02,6
2008-05-01,11
2008-04-30,2
2008-04-29,2
2008-04-28,3
2008-04-27,3
2008-04-26,3
2008-04-25,3
2008-04-24,2
2008-04-23,2
2008-04-22,3
2008-04-21,2
2008-04-20,4
2008-04-19,2
2008-04-18,3
2008-04-17,2
2008-04-16,2
2008-04-15,2
2008-04-14,10
2008-04-13,2
2008-04-12,2
2008-04-11,3
2008-04-10,3
2008-04-09,2
2008-04-08,3
2008-04-07,3
2008-04-06,2
2008-04-05,2
2008-04-04,2
2008-04-03,4
2008-04-02,2
2008-04-01,5
2008-03-31,5
2008-03-30,3
2008-03-29,2
2008-03-28,2
2008-03-27,2
2008-03-26,2
2008-03-25,4
2008-03-24,3
2008-03-23,2
2008-03-22,2
2008-03-21,2
2008-03-20,2
2008-03-19,2
2008-03-18,2
2008-03-17,2
2008-03-16,2
2008-03-15,2
2008-03-14,2
2008-03-13,3
2008-03-12,3
2008-03-11,2
2008-03-10,2
2008-03-09,2
2008-03-08,2
2008-03-07,2
2008-03-06,2
2008-03-05,1
2008-03-04,2
2008-03-03,2
2008-03-02,3
2008-03-01,2
2008-02-29,2
2008-02-28,2
2008-02-27,2
2008-02-26,2
2008-02-25,3
2008-02-24,2
2008-02-23,2
2008-02-22,2
2008-02-21,2
2008-02-20,2
2008-02-19,2
2008-02-18,2
2008-02-17,1
2008-02-14,1
2008-02-10,1
2008-02-03,2
2008-02-02,2
2008-01-30,1
2008-01-28,1
2008-01-27,2
2008-01-26,1
2008-01-24,3
2008-01-23,2
2008-01-17,1
2008-01-14,2
2008-01-02,1
2007-12-23,1
2007-12-20,1
2007-12-06,1
2007-11-10,1
2007-11-09,2
2007-11-07,1
2007-10-19,1
2007-10-17,1
2007-10-11,1
2007-10-08,1
2007-10-07,1
2007-10-05,1
2007-10-01,2
2007-09-29,1
2007-09-28,1
2007-09-20,1
2007-09-19,1
2007-09-18,1
2007-09-15,3
2007-09-11,1
2007-09-10,2
2007-09-09,2
2007-09-08,3
2007-09-06,1
2007-09-05,3
2007-08-24,1
2007-06-20,2
2007-06-15,2
2007-06-14,1
2007-06-13,4
2007-06-12,8
2007-05-12,2
