source,target
16711026,599606014
16711026,38804737
16711026,59159771
16711026,16264803
16711026,26493362
16711026,720567793
16711026,113034662
16711026,21328706
16711026,163662008
16711026,555136170
16711026,18040878
16711026,36032320
16711026,20192882
16711026,382794490
16711026,383603712
16711026,17881816
16711026,39930469
16711026,93401939
16711026,57421330
16711026,113201620
16711026,30661155
16711026,24827451
16711026,46476526
16711026,28450872
16711026,970942356
16711026,32242327
16711026,431071870
16711026,57719445
16711026,307758523
16711026,71796971
16711026,587785052
16711026,27453762
16711026,19721592
16711026,16226071
16711026,508904353
16711026,207323988
16711026,45454350
16711026,65258793
16711026,44145969
16711026,93183948
16711026,167515631
16711026,354582942
16711026,410795094
16711026,293222471
16711026,413483863
16711026,168708565
16711026,78926478
16711026,16874176
16711026,8654602
16711026,138615382
16711026,18389166
16711026,26050614
16711026,942868836
16711026,740154582
16711026,87403396
16711026,43183310
16711026,27943433
16711026,104727439
16711026,108015468
16711026,220760593
16711026,90031275
16711026,244992278
16711026,569683254
16711026,388904739
16711026,48029066
16711026,39077431
16711026,555625224
16711026,866504532
16711026,224539468
16711026,15444539
16711026,14579415
16711026,78360320
16711026,197345499
16711026,411833310
16711026,40517423
16711026,15838770
16711026,813286
16711026,358905141
16711026,243839619
16711026,42245932
16711026,259790447
16711026,249040008
16711026,96243124
16711026,19053307
16711026,53757167
16711026,384986242
16711026,112479899
16711026,283824663
16711026,279156280
16711026,7458942
16711026,150494334
16711026,572157338
16711026,166353732
16711026,26692656
16711026,428567107
16711026,320632698
16711026,146714531
16711026,219496700
16711026,15209135
16711026,39166602
16711026,110866731
16711026,53861909
16711026,319240698
16711026,80145924
16711026,19251173
16711026,16379892
16711026,14724790
16711026,23300815
16711026,21375629
16711026,380525359
16711026,78523434
16711026,742726076
16711026,5660312
16711026,70745737
16711026,14238762
16711026,61318348
16711026,7792302
16711026,311769249
16711026,209771034
16711026,16886925
16711026,14125679
16711026,36894359
16711026,167760471
16711026,90665991
16711026,38048560
16711026,39651447
16711026,30805637
16711026,221969181
16711026,76348185
16711026,24749230
16711026,84699037
16711026,358464377
16711026,61542328
16711026,33920667
16711026,330502336
16711026,44513878
16711026,41919079
16711026,108136710
16711026,122759220
16711026,37332714
16711026,21318183
16711026,99427640
16711026,35045870
16711026,15120121
16711026,390905408
16711026,293338829
16711026,266614821
16711026,209448423
16711026,34000178
16711026,555307309
16711026,18087450
16711026,18539631
16711026,30736991
16711026,243333357
16711026,68206034
16711026,75863742
16711026,42741029
16711026,24357823
16711026,18220809
16711026,127030142
16711026,16943688
16711026,22386263
16711026,20414217
16711026,23135992
16711026,20515090
16711026,361468994
16711026,218634414
16711026,136019079
16711026,18521687
16711026,170513866
16711026,19649135
16711026,19154824
16711026,598839302
16711026,25271858
16711026,15645871
16711026,15932734
16711026,27216496
16711026,250416435
16711026,240527238
16711026,215683551
16711026,133128555
16711026,108045600
16711026,65577676
16711026,55121922
16711026,50815971
16711026,35563232
16711026,23857276
16711026,18149467
16711026,15948159
16711026,13443342
16711026,96564060
16711026,65589378
16711026,1359561
16711026,19068720
16711026,14448173
16711026,119480392
16711026,106938252
16711026,39170683
16711026,33098495
1671294391,519837836
1671294391,2536151980
1671294391,1559295474
1671294391,471601852
1671294391,2211244149
1671294391,118887398
1671294391,952728013
16718817,185612718
16718817,474143
167760471,2557022546
167760471,20791835
167760471,158773499
167760471,3412489294
167760471,3320582573
167760471,3546092961
167760471,3406079063
167760471,2870395647
167760471,3937914677
167760471,538147752
167760471,28971190
167760471,3154126637
167760471,16518900
167760471,3429623483
167760471,3396143585
167760471,23218742
167760471,2580412842
167760471,15267920
167760471,243408789
167760471,2720725644
167760471,4117197347
167760471,124124900
167760471,100207958
167760471,4151931434
167760471,122033106
167760471,1068056131
167760471,2434840254
167760471,3107900580
167760471,65578284
167760471,120891179
167760471,825513037
167760471,437143250
167760471,3161779680
167760471,373474887
167760471,3145373241
167760471,2921889186
167760471,1374787298
167760471,3040274825
167760471,16720424
167760471,41889880
167760471,2904348391
167760471,20654194
167760471,3165625278
167760471,84091023
167760471,25478066
167760471,30244001
167760471,25665666
167760471,2682120156
167760471,84699037
167760471,400754829
167760471,17342191
167760471,36167622
167760471,62850528
167760471,15838770
167760471,1119384794
167760471,3652296552
167760471,2929011237
167760471,20472834
167760471,26563593
167760471,3158385422
167760471,2902062601
167760471,529022626
167760471,102137890
167760471,2845207617
167760471,78704561
167760471,27896255
167760471,72416605
167760471,56745215
167760471,172359524
167760471,1310379666
167760471,3243933318
167760471,2225995386
167760471,3440102716
167760471,14636086
167760471,2649248952
167760471,20485951
167760471,270481972
167760471,96243124
167760471,289427528
167760471,379476398
167760471,3418689719
167760471,41649851
167760471,2841214245
167760471,2433374941
167760471,2873301816
167760471,2471779578
167760471,3248141375
167760471,3338877533
167760471,389827476
167760471,218933008
167760471,2983052649
167760471,256201810
167760471,1665904176
167760471,354092535
167760471,3243878690
167760471,582868865
167760471,26928955
167760471,3152994212
167760471,3153734138
167760471,14867701
167760471,1010571
167760471,75983963
167760471,2840764072
167760471,2563734218
167760471,3387871373
167760471,3246924024
167760471,17808154
167760471,245901589
167760471,3239240426
167760471,2830356871
167760471,234470696
167760471,2834967449
167760471,1391027346
167760471,732682891
167760471,31183535
167760471,634015776
167760471,205957912
167760471,33923443
167760471,2796132364
167760471,1954714663
167760471,905235524
167760471,2860720757
167760471,36894359
167760471,76150465
167760471,2441381773
167760471,2888860805
167760471,2828627929
167760471,1621500241
167760471,187344913
167760471,2332677588
167760471,30546880
167760471,296320946
167760471,3091506176
167760471,20254407
167760471,47503235
167760471,2148638730
167760471,243333357
167760471,319240698
167760471,235744219
167760471,702285854
167760471,3330392944
167760471,2949322007
167760471,20169430
167760471,2187334759
167760471,3202621383
167760471,237796056
167760471,3140737374
167760471,22591125
167760471,3145816476
167760471,281235442
167760471,892019648
167760471,3188262614
167760471,72280227
167760471,2834033225
167760471,323265196
167760471,2558769558
167760471,2810080301
167760471,18112970
167760471,130829379
167760471,755551362
167760471,510722587
167760471,500224720
167760471,2678090893
167760471,2830757531
167760471,2256965582
167760471,3150730052
167760471,2325351036
167760471,2168961860
167760471,14738804
167760471,3035837066
167760471,65452977
167760471,3021314001
167760471,2861785352
167760471,487653439
167760471,2686353036
167760471,460653932
167760471,22311903
167760471,123275493
167760471,2737590191
167760471,533820537
167760471,260520271
167760471,3031942490
167760471,2918288586
167760471,2695311619
167760471,346836110
167760471,492833134
167760471,321299775
167760471,6176772
167760471,234483393
167760471,7770202
167760471,29767978
167760471,19417197
167760471,1256204010
167760471,3054289645
167760471,980805962
167760471,94016470
167760471,2757541958
167760471,327752569
167760471,878685044
167760471,2500012730
167760471,16578972
167760471,2687779087
167760471,193978434
167760471,118601210
167760471,605245076
167760471,17352782
167760471,17944711
167760471,2365993112
167760471,570266167
167760471,149445971
167760471,52860150
167760471,268970897
167760471,42417984
167760471,2908646959
167760471,45729854
167760471,1623881401
167760471,878172186
167760471,224417699
167760471,99144994
167760471,2967867342
167760471,2869943951
167760471,2600560837
167760471,2803724323
167760471,2878225928
167760471,141293475
167760471,284241195
167760471,1382716730
167760471,825341737
167760471,288320142
167760471,2698474596
167760471,27450176
167760471,2819719476
167760471,22539217
167760471,2801281370
167760471,29471556
167760471,487535749
167760471,57341314
167760471,1963497242
167760471,478042067
167760471,1279790160
167760471,358905141
167760471,2916913125
167760471,210684204
167760471,564887075
167760471,1906340281
167760471,1266365802
167760471,23675481
167760471,2416860835
167760471,2912118236
167760471,624556771
167760471,45931083
167760471,2925160535
167760471,2919910279
167760471,1565080794
167760471,2593610952
167760471,2571130970
167760471,2833236600
167760471,2291196909
167760471,288074565
167760471,2245427815
167760471,488713596
167760471,2603596472
167760471,1178527687
167760471,25521823
167760471,461301890
167760471,117477071
167760471,18458170
167760471,78709025
167760471,83593210
167760471,487308755
167760471,2279291538
167760471,280494433
167760471,83234555
167760471,2516928954
167760471,337842750
167760471,2328196453
167760471,2830051135
167760471,92415827
167760471,1446389574
167760471,358540620
167760471,246885577
167760471,16957613
167760471,916303212
167760471,636629677
167760471,1577632891
167760471,115599286
167760471,2718609396
167760471,33689637
167760471,1132189957
167760471,1972399777
167760471,2593563955
167760471,1938663272
167760471,532374319
167760471,47914099
167760471,2486034890
167760471,104185085
167760471,107523645
167760471,15741883
167760471,193968239
167760471,2572844671
167760471,2532780836
167760471,2471781446
167760471,2666961692
167760471,448287023
167760471,16196915
167760471,2709507548
167760471,1108695031
167760471,820205892
167760471,845649349
167760471,26029122
167760471,20787981
167760471,864844392
167760471,2412406063
167760471,2459315959
167760471,1117901
167760471,258527170
167760471,2581116288
167760471,409413505
167760471,315230421
167760471,60029169
167760471,17072206
167760471,426188506
167760471,2557092842
167760471,2511541668
167760471,2396930972
167760471,756129644
167760471,2617739208
167760471,27883417
167760471,2396901973
167760471,64028067
167760471,1969630836
167760471,111693105
167760471,15467700
167760471,160047813
167760471,17938345
167760471,2695565120
167760471,1872557047
167760471,42158083
167760471,868637460
167760471,592029746
167760471,2667664074
167760471,2298901963
167760471,163662008
167760471,258473453
167760471,2240603599
167760471,12913712
167760471,2555381341
167760471,22216521
167760471,2235082016
167760471,557449649
167760471,408501650
167760471,39930469
167760471,996952435
167760471,1131834690
167760471,257507183
167760471,169364387
167760471,77764939
167760471,23628802
167760471,2446161085
167760471,9734382
167760471,86177206
167760471,47336979
167760471,18164805
167760471,560038378
167760471,844114609
167760471,344754757
167760471,21328706
167760471,62210240
167760471,3568411
167760471,61278865
167760471,47956854
167760471,389946569
167760471,1599684787
167760471,30349066
167760471,1643347849
167760471,90031275
167760471,1050869292
167760471,184872574
167760471,879161563
167760471,2373978144
167760471,632985793
167760471,768532380
167760471,761789870
167760471,107087487
167760471,2192099668
167760471,1654022383
167760471,1536399169
167760471,130748033
167760471,1593295976
167760471,14304650
167760471,742726076
167760471,2379700903
167760471,362035439
167760471,14297098
167760471,27216496
167760471,2177533513
167760471,620139406
167760471,15120121
167760471,48088063
167760471,1732624986
167760471,14680759
167760471,323998361
167760471,987487946
167760471,1656038166
167760471,18150701
167760471,124117874
167760471,99021362
167760471,468274644
167760471,47017660
167760471,299755438
167760471,344082277
167760471,478930404
167760471,71277528
167760471,1610028210
167760471,319721295
167760471,2230478545
167760471,1288309548
167760471,888986803
167760471,2231233459
167760471,953987197
167760471,2278175204
167760471,20468205
167760471,1888659198
167760471,117495450
167760471,2206993352
167760471,1901371944
167760471,146714531
167760471,368589162
167760471,100370559
167760471,298740311
167760471,75400580
167760471,167215976
167760471,32896052
167760471,26692656
167760471,388904739
167760471,513298480
167760471,2181349634
167760471,1554772885
167760471,837410132
167760471,1392405098
167760471,279156280
167760471,737286192
167760471,42169834
167760471,16548435
167760471,1547247097
167760471,61373007
167760471,27439619
167760471,26493362
167760471,1376314273
167760471,16814500
167760471,175743717
167760471,1332955742
167760471,413483863
167760471,7019062
167760471,557551400
167760471,113973184
167760471,40302833
167760471,134513525
167760471,1361129497
167760471,24374097
167760471,1262277042
167760471,756663138
167760471,213941758
167760471,17796143
167760471,143514132
167760471,167515631
167760471,512669769
167760471,15073044
167760471,189554197
167760471,243592680
167760471,36032320
167760471,601225689
167760471,822807126
167760471,21637917
167760471,817299308
167760471,302881437
167760471,383953014
167760471,106332067
167760471,739968648
167760471,1412168383
167760471,1222585274
167760471,1036578944
167760471,1931811601
167760471,35472084
167760471,1166656939
167760471,624052223
167760471,485475104
167760471,178879310
167760471,18220809
167760471,320632698
167760471,12640502
167760471,256964232
167760471,1708424396
167760471,105410288
167760471,1241887428
167760471,220482647
167760471,442366289
167760471,44145969
167760471,63827777
167760471,493609953
167760471,157810106
167760471,28450872
167760471,49870351
167760471,1583056988
167760471,195648545
167760471,921759169
167760471,105669501
167760471,318049527
167760471,283824663
167760471,20214495
167760471,411833310
167760471,106834295
167760471,97486299
167760471,105161635
167760471,474796607
167760471,14935192
167760471,451429617
167760471,866504532
167760471,536140695
167760471,24827451
167760471,1322100966
167760471,27694750
167760471,78926478
167760471,35726888
167760471,596025144
167760471,14920914
167760471,942868836
167760471,19025617
167760471,27453762
167760471,27943433
167760471,728938712
167760471,411573333
167760471,17881816
167760471,87403396
167760471,541915025
167760471,193141454
167760471,555136170
167760471,826480826
167760471,13339272
167760471,24357823
167760471,222691723
167760471,207323988
167760471,32242327
167760471,361859989
167760471,720567793
167760471,23857276
167760471,259347326
167760471,316385362
167760471,511043145
167760471,587785052
167760471,599606014
167760471,30661155
167760471,225403195
167760471,1039830427
167760471,970942356
167760471,615566756
167760471,280678037
167760471,16264803
167760471,71796971
167760471,338718925
167760471,190539824
167760471,370090757
167760471,354582942
167760471,334739729
167760471,15444539
167760471,307758523
167760471,228030588
167760471,93401939
167760471,732757862
167760471,45454350
167760471,150494334
167760471,428567107
167760471,243839619
167760471,53757167
167760471,221969181
167760471,16711026
167760471,35823189
167760471,382794490
167760471,17986973
167760471,16874176
167760471,106938252
167760471,161128380
167760471,33920667
167760471,224539468
167760471,510382195
167760471,168708565
167760471,27760633
167760471,572157338
167760471,68380211
167760471,20515090
167760471,240527238
167760471,235140283
167760471,34977164
167760471,19448989
167760471,334331683
167760471,598839302
167760471,316607724
167760471,114747177
167760471,293338829
167760471,93183948
167760471,19201678
167760471,45767805
167760471,555307309
167760471,417927586
167760471,139510761
167760471,19939596
167760471,311769249
167760471,19306111
167760471,408778397
167760471,218634414
167760471,361468994
167760471,249040008
167760471,33098495
167760471,180687225
167760471,19649135
167760471,145893491
167760471,38804737
167760471,20770172
167760471,380525359
167760471,508215129
167760471,86007399
167760471,113034662
167760471,99427640
167760471,42741029
167760471,339656596
167760471,236527655
167760471,21166399
167760471,67538028
167760471,76348185
167760471,14941706
167760471,209448423
167760471,129321232
167760471,75863742
167760471,410795094
167760471,390905408
167760471,30736991
167760471,14724790
167760471,358464377
167760471,15932734
167760471,754556
167760471,112479899
167760471,29130296
167760471,293222471
167760471,263359642
167760471,5449422
167760471,23300815
167760471,388488725
167760471,18521687
167760471,316042041
167760471,191647086
167760471,25058557
167760471,70745737
167760471,15209135
167760471,244992278
167760471,14123751
167760471,16226071
167760471,14832954
167760471,14579415
167760471,96564060
167760471,22146095
167760471,20192882
167760471,17757005
167760471,181043204
167760471,166353732
167760471,5660312
167760471,22386263
167760471,108045600
167760471,15680614
167760471,75815069
167760471,39166602
167760471,119480392
167760471,24209476
167760471,10644362
167760471,136019079
167760471,67175124
167760471,122759220
167760471,23589319
167760471,23008116
167760471,18965566
167760471,219496700
167760471,96279357
167760471,368732470
167760471,45571759
167760471,8447862
167760471,14238762
167760471,25271858
167760471,19478383
167760471,20414217
167760471,65589378
167760471,16943688
167760471,15520340
167760471,250416435
167760471,35045870
167760471,14448173
167760471,39170683
167760471,1359561
167760471,19251173
167760471,48761924
167760471,154982943
167760471,20951882
167760471,315002750
167760471,170513866
167760471,266614821
167760471,39651447
167760471,220760593
167760471,22851407
167760471,203487539
167760471,19068720
167760471,7458942
167760471,19760382
167760471,123987975
167760471,242910873
167760471,16379892
167760471,87900546
167760471,41792496
167760471,21410757
167760471,55121922
167760471,108015468
167760471,30480494
167760471,18539631
167760471,57719445
167760471,108136710
167760471,68206034
167760471,65577676
167760471,37372199
167760471,11673662
167760471,15948159
167760471,15645871
167760471,19154824
167760471,55434962
167760471,14389132
167760471,35563232
167760471,18087450
167760471,18149467
167760471,34000178
167760471,23135992
167760471,215683551
167760471,40885516
167760471,127030142
167760471,133128555
167760471,31270821
167760471,46476526
167760471,50815971
167760471,31891798
167760471,16886925
167760471,16126957
1681136407,481376138
1681136407,525713285
1681136407,16518900
1681136407,78704561
1681136407,180687225
1681136407,1335599142
1681136407,2269277268
1681136407,528177366
1681136407,240694705
1681136407,557551400
1681136407,17467699
1681136407,19448989
1681136407,280826651
1681136407,2572844671
1681136407,111092283
1681136407,27689265
1681136407,38804737
1681136407,761789870
1681136407,14677117
1681136407,18336459
1681277035,175743717
1681277035,2682120156
1681277035,17881816
1681277035,182384817
1681277035,87403396
1681277035,15267920
1681277035,307758523
1681277035,127030142
1681277035,2580412842
1681277035,205957912
1681277035,878685044
1681277035,2416860835
1681277035,1643347849
1681277035,74086585
1681277035,237796056
1681277035,533820537
1681277035,66240539
1681277035,120891179
1681277035,84110391
1681277035,2830051135
1681277035,47336979
1681277035,2874721531
1681277035,2916913125
1681277035,1075682198
1681277035,953987197
1681277035,55848336
1681277035,3568411
1681277035,75400580
1681277035,1554772885
1681277035,2478383108
1681277035,1108695031
1681277035,2471781446
1681277035,2279291538
1681277035,154982943
1681277035,35726888
1681277035,478930404
1681277035,71796971
1681277035,555307309
1681277035,16126957
1681277035,112874216
16874176,3429460480
16874176,29938901
16874176,304661173
16874176,1129453447
16874176,868637460
16874176,921759169
16874176,33098495
16874176,293338829
16874176,14738804
16874176,32896052
16874176,29130296
16874176,280826651
16874176,235140283
16874176,17881816
16874176,87403396
16874176,20192882
16874176,44513878
16874176,46476526
16874176,34000178
16874176,415864379
16874176,14579415
16874176,16711026
16874176,96564060
16874176,5660312
16874176,39930469
16874176,167760471
16874176,122759220
16874176,41792496
16874176,18521687
16874176,119480392
16874176,20414217
16874176,75863742
16874176,9601322
16874176,112479899
16874176,754556
16874176,96243124
16874176,16886925
16874176,19478383
16874176,23135992
16874176,14389132
16874176,813286
16886925,2459315959
16886925,2686353036
16886925,2181349634
16886925,1295809963
16886925,14641650
16886925,271585326
16886925,18040878
16886925,21166399
16886925,2192099668
16886925,26782958
16886925,196524836
16886925,4466581
16886925,223416400
16886925,2389576687
16886925,33923443
16886925,617853906
16886925,569015256
16886925,2899406207
16886925,132202062
16886925,96564060
16886925,23628802
16886925,284241195
16886925,49044100
16886925,15035323
16886925,210684204
16886925,44145969
16886925,99144994
16886925,320632698
16886925,187344913
16886925,19760382
16886925,24357823
16886925,12077492
16886925,18539631
16886925,1969630836
16886925,18200573
16886925,16440354
16886925,759375067
16886925,561655444
16886925,512604060
16886925,169364387
16886925,71277528
16886925,158498801
16886925,83234555
16886925,259347326
16886925,572157338
16886925,334331683
16886925,768532380
16886925,510382195
16886925,26080860
16886925,67215778
16886925,258527170
16886925,256964232
16886925,222691723
16886925,1593295976
16886925,481376138
16886925,22216521
16886925,32896052
16886925,18020390
16886925,1547247097
16886925,2230478545
16886925,1729333640
16886925,134513525
16886925,105669501
16886925,319721295
16886925,205957912
16886925,32258396
16886925,334739729
16886925,19721592
16886925,940808108
16886925,44513878
16886925,233168659
16886925,42169834
16886925,413483863
16886925,45767805
16886925,53210455
16886925,224539468
16886925,193790024
16886925,477485439
16886925,1169574008
16886925,1610028210
16886925,13226812
16886925,108136710
16886925,207950327
16886925,459120920
16886925,364892784
16886925,39077431
16886925,720567793
16886925,557158397
16886925,145893491
16886925,3568411
16886925,536140695
16886925,283824663
16886925,1069888490
16886925,190605676
16886925,176463583
16886925,27694750
16886925,26050614
16886925,835763629
16886925,310683875
16886925,886882542
16886925,1166656939
16886925,611530014
16886925,1095624530
16886925,373474887
16886925,383603712
16886925,234483393
16886925,780104972
16886925,1228844168
16886925,70745737
16886925,39651447
16886925,511043145
16886925,30661155
16886925,21881296
16886925,57421330
16886925,555307309
16886925,99427640
16886925,108045600
16886925,76348185
16886925,380525359
16886925,382794490
16886925,207323988
16886925,168708565
16886925,67175124
16886925,39166602
16886925,18521687
16886925,97486299
16886925,411833310
16886925,410795094
16886925,20654194
16886925,921759169
16886925,228030588
16886925,15739336
16886925,240886111
16886925,280678037
16886925,55021400
16886925,103430343
16886925,24374097
16886925,37332714
16886925,293338829
16886925,161128380
16886925,20169430
16886925,354582942
16886925,20770172
16886925,43570256
16886925,487308755
16886925,16711026
16886925,19068720
16886925,240694705
16886925,11673662
16886925,15444539
16886925,41792496
16886925,5660312
16886925,29767978
16886925,23300815
16886925,136019079
16886925,18977445
16886925,77321174
16886925,215683551
16886925,35823189
16886925,130748033
16886925,22851407
16886925,390905408
16886925,68206034
16886925,361468994
16886925,214170363
16886925,52740347
16886925,44155214
16886925,280826651
16886925,257576112
16886925,209448423
16886925,22386263
16886925,14448173
16886925,240527238
16886925,122759220
16886925,13473242
16886925,338718925
16886925,55121922
16886925,219496700
16886925,16303389
16886925,78360320
16886925,14579415
16886925,84702072
16886925,170513866
16886925,53252614
16886925,331893290
16886925,311769249
16886925,16621682
16886925,44134279
16886925,57719445
16886925,250416435
16886925,15694204
16886925,129525984
16886925,220760593
16886925,45571759
16886925,138307343
16886925,16132791
16886925,47017660
16886925,11969892
16886925,19649135
16886925,3382
16886925,15825852
16886925,35563232
16886925,15680614
16886925,167760471
16886925,57639410
16886925,86007399
16886925,16506355
16886925,35523686
16886925,106938252
16886925,127030142
16886925,27216496
16886925,15948159
16886925,97464401
16886925,31270821
16886925,1322691
16886925,15384093
16886925,64420485
16886925,116986352
16886925,117477071
16886925,15445240
16886925,25271858
16886925,53416347
16886925,33098495
16886925,119480392
16886925,112479899
16886925,8447862
16886925,146714531
16886925,65577676
16886925,19448989
16886925,19251173
16886925,14238762
16886925,133128555
16886925,22146095
16886925,16874176
16886925,22539217
16886925,10907052
16886925,13662722
16886925,60261918
16886925,1359561
16886925,38048560
16886925,18149467
16886925,20192882
16886925,93401939
16886925,18087450
16886925,50815971
16886925,31891798
16886925,45729854
16886925,15073044
16886925,19154824
16886925,40885516
16886925,18310057
16886925,84091023
16886925,46476526
16886925,76689333
16886925,14935192
16886925,55434962
16886925,19478383
16886925,14123751
16886925,16988595
16886925,35045870
16886925,34000178
16886925,16126957
16886925,30736991
16886925,40025354
16886925,65589378
16886925,27337338
16886925,36894359
16886925,1117901
16886925,754556
16886925,17808154
16886925,17071011
16886925,14051156
16886925,44879116
16886925,14738804
16886925,16379892
16886925,24805644
16886925,20951882
16886925,16548435
16886925,813286
16886925,20515090
16886925,23135992
16886925,3460751
16886925,16356322
16886925,18965566
16886925,16943688
16886925,20414217
16886925,15120121
16886925,28971190
16886925,14389132
16886925,12144232
16886925,5449422
16886925,14886375
16886925,746323
16943688,323265196
16943688,168708565
16943688,150243808
16943688,2418455418
16943688,14297098
16943688,2431777177
16943688,2840764072
16943688,3243878690
16943688,535932595
16943688,56745215
16943688,3150730052
16943688,1954714663
16943688,1536399169
16943688,33920667
16943688,507709379
16943688,1256204010
16943688,210684204
16943688,17352782
16943688,20654194
16943688,2225995386
16943688,1361129497
16943688,108045600
16943688,2593610952
16943688,20791835
16943688,57341314
16943688,2593563955
16943688,532374319
16943688,2884912787
16943688,17342191
16943688,636629677
16943688,33923443
16943688,180723657
16943688,43951442
16943688,2231233459
16943688,323998361
16943688,27453762
16943688,243333357
16943688,2873301816
16943688,892019648
16943688,478042067
16943688,22539217
16943688,3149593591
16943688,296879022
16943688,312537749
16943688,47503235
16943688,42417984
16943688,493609953
16943688,3091506176
16943688,444240428
16943688,743089045
16943688,26829176
16943688,29938901
16943688,18150701
16943688,17796143
16943688,2168961860
16943688,2379700903
16943688,127030142
16943688,776499943
16943688,20254407
16943688,1131834690
16943688,2235082016
16943688,20104539
16943688,1577632891
16943688,1279790160
16943688,3004445758
16943688,2389576687
16943688,1391027346
16943688,17881816
16943688,19789294
16943688,879161563
16943688,2931418048
16943688,1241887428
16943688,94016470
16943688,2177533513
16943688,6176772
16943688,878172186
16943688,2919910279
16943688,16795628
16943688,105669501
16943688,2908646959
16943688,321299775
16943688,2240603599
16943688,358905141
16943688,47336979
16943688,71796971
16943688,175743717
16943688,615566756
16943688,97716631
16943688,485475104
16943688,14867701
16943688,213941758
16943688,18040878
16943688,564247895
16943688,820205892
16943688,15948159
16943688,13339272
16943688,1911173635
16943688,1938663272
16943688,2511541668
16943688,2902168621
16943688,24374097
16943688,191449523
16943688,288320142
16943688,346836110
16943688,1908769656
16943688,2438173117
16943688,1554772885
16943688,2486034890
16943688,2399456486
16943688,16548435
16943688,1969630836
16943688,161128380
16943688,39651447
16943688,22216521
16943688,122759220
16943688,886882542
16943688,417230231
16943688,171284237
16943688,408501650
16943688,17808154
16943688,373474887
16943688,15400055
16943688,826480826
16943688,14426771
16943688,146714531
16943688,29130296
16943688,16890265
16943688,42169834
16943688,25665666
16943688,605871805
16943688,139565254
16943688,572157338
16943688,333672211
16943688,45571759
16943688,50294938
16943688,32896052
16943688,296320946
16943688,555136170
16943688,219496700
16943688,22209201
16943688,77128292
16943688,35523686
16943688,868637460
16943688,21699539
16943688,38804737
16943688,1016696390
16943688,1129453447
16943688,235140283
16943688,13059082
16943688,43570256
16943688,49068640
16943688,87310827
16943688,97486299
16943688,218634414
16943688,35797450
16943688,280678037
16943688,67175124
16943688,18220809
16943688,410795094
16943688,448287023
16943688,87403396
16943688,372956376
16943688,354582942
16943688,215683551
16943688,17986973
16943688,24357823
16943688,363348408
16943688,37332714
16943688,970942356
16943688,813286
16943688,259790447
16943688,35415477
16943688,207323988
16943688,293338829
16943688,23857276
16943688,35563232
16943688,102103816
16943688,7019062
16943688,16711026
16943688,18149467
16943688,587785052
16943688,61318348
16943688,119480392
16943688,390905408
16943688,14448173
16943688,311769249
16943688,75327299
16943688,21166399
16943688,39166602
16943688,240527238
16943688,96564060
16943688,108015468
16943688,15120121
16943688,19551063
16943688,75863742
16943688,15177871
16943688,250416435
16943688,14738804
16943688,14579415
16943688,34977164
16943688,167760471
16943688,169518381
16943688,11673662
16943688,14624115
16943688,92415827
16943688,21318183
16943688,45729854
16943688,133128555
16943688,5660312
16943688,16126957
16943688,19478383
16943688,65589378
16943688,3382
16943688,12640502
16943688,1322691
16943688,34000178
16943688,64420485
16943688,20192882
16943688,117477071
16943688,46476526
16943688,31891798
16943688,23135992
16943688,26906501
16943688,35045870
16943688,15445240
16943688,19068720
16943688,15231287
16943688,27450176
16943688,20414217
16943688,754556
16943688,15793787
16943688,1359561
16943688,24805644
16943688,15228169
16943688,16886925
16943688,28971190
16943688,20515090
16943688,746323
16943688,15743570
16943688,10168082
16943688,18539631
16943688,14886375
16943688,5449422
16943688,18087450
16943688,16379892
16943688,14389132
16943688,17757005
16943688,12144232
1699096916,33923443
1699096916,240664803
1699096916,74186243
1699096916,104856942
1699096916,1648828261
1699096916,25027806
1699096916,599606014
1699096916,277611667
1699096916,813286
171580937,2344060152
171580937,20104539
171580937,25510622
171580937,389609128
171580937,312840253
171580937,42158083
171580937,780104972
171580937,813286
171580937,26553086
1716778244,2478383108
1716778244,3568411
1716778244,485475104
1716778244,234470696
171867048,788158068
171867048,47336979
171867048,92415827
171867048,71796971
171867048,569015256
171867048,759375067
171867048,561655444
171867048,30349066
171867048,53210455
171867048,1361129497
171867048,3387871373
171867048,2666961692
171867048,2328196453
171867048,293338829
171867048,24357823
171867048,87403396
171867048,291587088
171867048,467066383
171867048,380752689
171867048,14426771
171867048,762504444
171867048,161128380
171867048,37332714
171867048,43570256
171867048,84699037
171867048,65577676
171867048,16126957
171867048,21318183
171867048,218634414
171867048,39930469
171867048,180687225
171867048,315002750
171867048,215683551
171867048,19053307
172618171,624052223
172618171,813286
172618171,167515631
172618171,154982943
172650478,227117732
172650478,3215237493
172650478,813286
172650478,23135992
172650478,19478383
1729333640,25521823
1729333640,30349066
1729333640,20169430
1729333640,2235082016
1729333640,1525160341
1729333640,39166602
1729333640,3021314001
1729333640,234470696
1729333640,293338829
1729333640,42158083
1729333640,250416435
1729333640,2289894584
1729333640,23008116
1729333640,14123751
1729333640,19927627
1729333640,2177533513
1729333640,15177871
1729333640,15120121
1729333640,32258396
1729333640,601001021
1729333640,104856942
1729333640,220482647
1729333640,1888659198
1729333640,32697707
1729333640,444240428
1729333640,26782958
1729333640,218634414
1729333640,611530014
1729333640,160047813
1729333640,14579415
1729333640,2209592418
1729333640,346836110
1729333640,193978434
1729333640,57023431
1729333640,2230478545
1729333640,17796143
1729333640,532374319
1729333640,21166399
