,id_str,created_at,retweet_count,favorite_count,text
0,667595377336414213,Fri Nov 20 06:48:35 +0000 2015,0,0,Free Clash of Clans gems for everybody! https://t.co/tI0U1qVrO7
1,667595031138537472,Fri Nov 20 06:47:13 +0000 2015,0,0,Get 100 000 Clash of Clans gems here! https://t.co/tI0U1qVrO7
2,663200298110840832,Sun Nov 08 03:44:07 +0000 2015,0,2,#selfie wid #brother on #Marine drive https://t.co/jt1bANskDo
3,662307746386042880,Thu Nov 05 16:37:26 +0000 2015,1,1,@KaviSharma789 @madhupatil836  hahaha yaa rit even de wont give specially
4,662307301085151232,Thu Nov 05 16:35:40 +0000 2015,0,0,@madhupatil836 sir if u cant handle d things just leave it dont make worst
5,661975214004174848,Wed Nov 04 18:36:04 +0000 2015,0,1,Being knowledgable well educated if we do dis den what we expect from uneducated and innocent??
6,661974701346979841,Wed Nov 04 18:34:02 +0000 2015,0,1,Intolerance is not spreadin by any goverment or media or any other body its just we who are spreadin it more worstly then others.So plz stop
7,661883239649275905,Wed Nov 04 12:30:36 +0000 2015,0,1,The persons who are saying that shah rukh doesn't belong here n all 1st ask urself r u??
