,id_str,created_at,retweet_count,favorite_count,text
0,669073567577960448,Tue Nov 24 08:42:23 +0000 2015,1,0,RT @MaDailyGist: &gt;Get these Dockers Pants for $29.99 https://t.co/UmML3wLekg and ship to Nigeria for Free https://t.co/H59Om7b46P https://t…
1,668920234896674816,Mon Nov 23 22:33:06 +0000 2015,0,0,"Gained 36 new followers in the past week. I’m growing my account the right way, are you? Do it with https://t.co/wmY5sDXg01"
2,668784351551844353,Mon Nov 23 13:33:09 +0000 2015,1,0,RT @TheSamOre: Uncomfirmed report have it that Abubakah Audu has resurrected oooo..Sam Ore
3,668504477264146435,Sun Nov 22 19:01:02 +0000 2015,0,0,INEC killed prince abubakar audu kogi state governor
4,668357517123129344,Sun Nov 22 09:17:04 +0000 2015,1,0,RT @Naija102FM: Np-Sing song by @anny_sings #SundayBest w @sabinaNP #HolySwag #NaijaHopeDey
5,668332923867803648,Sun Nov 22 07:39:20 +0000 2015,0,2,Wanna promote your product on https://t.co/UinVjcQVbI contact me now #biz #music #product #real
6,668332646628507648,Sun Nov 22 07:38:14 +0000 2015,52,0,RT @NationalParrot: See The Official Portraits of Miss Nigeria 2015 https://t.co/LHPiKDXvme https://t.co/p1JphpWpk0
7,667953115497373697,Sat Nov 21 06:30:07 +0000 2015,0,0,Download Mp3: Knevil - Sweet Lovina (Prod. By Vik3) https://t.co/zzhDaKFFd4 via @NL_Official
8,667714621801938944,Fri Nov 20 14:42:26 +0000 2015,44,0,RT @remiremmo63: 8 erotic things to do with your breasts during s*x https://t.co/CZtDLXYsXA https://t.co/dl8uwQ2IvC
9,666692093214093316,Tue Nov 17 18:59:16 +0000 2015,1,0,"Adekunle Gold, Kiss Daniel, Dija And All The NMVA 2015 Nominees https://t.co/njJY8umkgc via @gbeduzone_com"
10,666379122160091136,Mon Nov 16 22:15:38 +0000 2015,0,0,Do you know who are awesome? My 29 new followers in the last week! Growing with https://t.co/wmY5sDXg01
11,666126432708509697,Mon Nov 16 05:31:32 +0000 2015,0,0,I Almost Gave Up On Life – Reekado Banks [Read] https://t.co/HF3el1hK85 via @gbeduzone
12,664940513230004224,Thu Nov 12 22:59:07 +0000 2015,5,0,RT @THEBEAT999FM: Np: @DJSPINALL / @timayatimaya - Excuse me #OnAirwithDouglasJekan pushing traffic to good music #TrafficRequest
13,664940325077721089,Thu Nov 12 22:58:22 +0000 2015,2,0,RT @TopNaijaMusic: NowPlaying #OWONIKOKO  - @IamDavido || Listen To More Naija Music @ https://t.co/P151dgsNAx
14,664046547651452928,Tue Nov 10 11:46:49 +0000 2015,0,1,@chandankr16691 truly
15,664046449999618052,Tue Nov 10 11:46:25 +0000 2015,109,0,RT @chandankr16691: Why you should Never have a One Night Stand see click here&lt;&lt;&lt;&gt;&gt;&gt;&gt;https://t.co/8cpdV7CemO https://t.co/aRbp2KzkIr
16,663842358547619840,Mon Nov 09 22:15:26 +0000 2015,0,0,43 new tweeps followed me in the last week. I find relevant people to follow with the #CopyFollowers feature of https://t.co/wmY5sDXg01
17,663105320139530240,Sat Nov 07 21:26:42 +0000 2015,309,0,RT @TheOddsBible: Chelsea have now lost 7 out of 11 Premier League games since Mourinho got rid of Eva Carneiro... https://t.co/rOkdMNpBsX
18,663000776466423808,Sat Nov 07 14:31:17 +0000 2015,0,0,Believe in love
19,662332176986472449,Thu Nov 05 18:14:31 +0000 2015,1,0,RT @Abnormal_pikin: D2D 2015 hand finale will be held at the prestigious FEDERAL PALACE HOTEL in Lagos on December 6th #DARE2DREAM2015 http…
20,662305324729294848,Thu Nov 05 16:27:49 +0000 2015,11840,0,"RT @vickyBeanMr: Broke niggas be like 

Yo lemme borrow a few dollars till I get back on my feet http://t.co/FRiry8zpxg"
21,662305176481619968,Thu Nov 05 16:27:13 +0000 2015,101,0,"RT @weirdworld246: Heartbreaking news regarding beloved R&amp;B singer Alicia Keys...

https://t.co/zC2gF9THkd https://t.co/GnSEH96xnY"
22,662304999343587328,Thu Nov 05 16:26:31 +0000 2015,3,0,"RT @healths_beauty: Cheaters Caught on Facebook

🆒 https://t.co/fYMWpeNS33 🆒 https://t.co/PMQzQ3nf7V"
23,662304791125733376,Thu Nov 05 16:25:41 +0000 2015,1,0,RT @IamDorobuCci: Hints magazine ..is now available online. .Checkout https://t.co/53eu37oSIQ you will be entertained https://t.co/dBgo8AiD…
24,662156303360499712,Thu Nov 05 06:35:39 +0000 2015,0,0,@mulekarich why
25,662047610610589696,Wed Nov 04 23:23:45 +0000 2015,0,0,@mulekarich am okay
26,661305649859555329,Mon Nov 02 22:15:28 +0000 2015,0,0,Do you know who are awesome? My 30 new followers in the last week! Growing with https://t.co/wmY5sDXg01
27,660164453095215104,Fri Oct 30 18:40:45 +0000 2015,19,0,"RT @SorryExcusMe: These 13 Photos Are So Confusing That You Might Take A Look More Than 

https://t.co/SCdLnFf4ld https://t.co/rtF8t7Oja3"
28,660092675069190144,Fri Oct 30 13:55:32 +0000 2015,2,0,RT @NigeriaNewsHub: Pregnant Woman Commits Suicide Over Fear That Boyfriend Would Dump Her (PHOTO) https://t.co/pIcMLoBuC9
29,659726200479334400,Thu Oct 29 13:39:17 +0000 2015,4,0,RT @magbedu: Get this Adidas ZX Flux Shoes for $75.99 https://t.co/WJTAp4ysx9 and ship to Nigeria for $5 https://t.co/7jS2Ahr8HW https://t.…
30,658904237225701376,Tue Oct 27 07:13:06 +0000 2015,0,0,@Silverb86762640 yea you can try https://t.co/mRQJVb9wFz register for free account or a premium accunt
