,id_str,created_at,retweet_count,favorite_count,text
0,669207651566288897,Tue Nov 24 17:35:12 +0000 2015,0,0,SC State Host Allen In Non-Conference Men’s Basketball Action https://t.co/lQ2mxXVVwz | https://t.co/RBmlCgv5Fv
1,668607339096764417,Mon Nov 23 01:49:46 +0000 2015,0,0,SC State Hang Tough EKU Hoops Classic https://t.co/IcPDXlrkjV | https://t.co/RBmlCgv5Fv
2,668222059537829889,Sun Nov 22 00:18:48 +0000 2015,0,0,Bulldogs Fall Short In EKU Hoops Classic https://t.co/PeVrk1HqFY | https://t.co/RBmlCgv5Fv
3,668206914057076736,Sat Nov 21 23:18:37 +0000 2015,0,0,Bulldogs Close Out Season With 52-29 Victory Over Tigers https://t.co/QBN4DEe199 | https://t.co/RBmlCgv5Fv
4,667926852170858496,Sat Nov 21 04:45:45 +0000 2015,0,0,SC State Defeats Longwood 83-77 In EKU Hoops Classic https://t.co/ld82QSdQlr | https://t.co/RBmlCgMH45
5,667861031431966720,Sat Nov 21 00:24:12 +0000 2015,0,0,SC State Set To Close Out Season On The Road https://t.co/deC0M0biw2 | https://t.co/RBmlCgv5Fv
6,667441013997371392,Thu Nov 19 20:35:12 +0000 2015,0,0,SC State To Compete In EKU Hoops Classic https://t.co/Vv84YLRwEH | https://t.co/RBmlCgMH45
7,667112255620714496,Wed Nov 18 22:48:50 +0000 2015,2,1,Jamison Named To CFPA Special Teams Watch List https://t.co/p5iWJyQ6Jx | https://t.co/RBmlCgv5Fv
8,666674462570344448,Tue Nov 17 17:49:12 +0000 2015,0,0,Hargrave Named BRIC BOXTOROW National Player of the Week https://t.co/vQrFZgwC53 | https://t.co/RBmlCgv5Fv
9,666472516542578688,Tue Nov 17 04:26:45 +0000 2015,0,0,Bulldogs Dominate In 113-69 Victory Over Voorhees College https://t.co/oxJJx95whf | https://t.co/RBmlCgv5Fv
10,666017615903485952,Sun Nov 15 22:19:08 +0000 2015,0,0,SC State Host Voorhees In Men’s Basketball Action Monday https://t.co/mkn5TNdc1R | https://t.co/RBmlCgv5Fv
11,665654954745397248,Sat Nov 14 22:18:03 +0000 2015,0,0,SC State Holds Off Norfolk State 17-10 https://t.co/sG9xCXu2Zq | https://t.co/RBmlCgv5Fv
12,665492896292835329,Sat Nov 14 11:34:05 +0000 2015,0,0,MBB: Bulldogs Drop Season Opener To Cougars https://t.co/lXVj9yD3KP | https://t.co/RBmlCgv5Fv
13,665292865858236416,Fri Nov 13 22:19:14 +0000 2015,0,0,Bulldogs Look To Get Things Back On The Winning Track  https://t.co/rhxL4J8ifl | https://t.co/RBmlCgv5Fv
14,665175937063849986,Fri Nov 13 14:34:36 +0000 2015,0,0,SC State Opens The Season On The Road Against College of Ch... https://t.co/7AGUBsJHYF | https://t.co/RBmlCgv5Fv
15,664541026636337152,Wed Nov 11 20:31:41 +0000 2015,0,0,Tampa Bay Signs McFadden To 53-Man Roster https://t.co/goqBNp2vYp | https://t.co/RBmlCgv5Fv
16,663163638660726784,Sun Nov 08 01:18:27 +0000 2015,0,0,Bulldogs Suffer Tough 9-6 Defeat To #17 Aggies https://t.co/Lh8mM61F0V | https://t.co/RBmlCgv5Fv
17,662770509151518720,Fri Nov 06 23:16:17 +0000 2015,0,0,SC State Men’s Basketball Holds Garnet &amp; Blue Intrasquad Sc... https://t.co/8VDBUpTY1y | https://t.co/RBmlCgv5Fv
18,662741677434507271,Fri Nov 06 21:21:43 +0000 2015,0,0,Bulldogs Host #17 Aggies In MEAC Showdown  https://t.co/l5swmSrMHT | https://t.co/RBmlCgv5Fv
19,661303114436251648,Mon Nov 02 22:05:23 +0000 2015,0,0,Hamilton Earns MEAC Weekly Honors https://t.co/0YIkwMHW9z | https://t.co/RBmlCgv5Fv
20,660608427111002112,Sun Nov 01 00:04:57 +0000 2015,0,0,Bulldogs Roll With 34-20 Victory Over Pirates https://t.co/XgY5WG14ba | https://t.co/RBmlCgv5Fv
21,660276090024280064,Sat Oct 31 02:04:21 +0000 2015,0,0,Bulldogs Host Pirates On Homecoming https://t.co/3B3voBqrab | https://t.co/RBmlCgv5Fv
22,658811799819542528,Tue Oct 27 01:05:47 +0000 2015,0,0,SC State’s Hargrave and Richard Earn Top Weekly Honors https://t.co/Bht9nx4fm9 | https://t.co/RBmlCgv5Fv
23,658807670183362560,Tue Oct 27 00:49:23 +0000 2015,0,0,SC State’s Richard Named STATS FCS National Special Teams ... https://t.co/NBTF6WUEpE | https://t.co/RBmlCgv5Fv
24,658730745293213696,Mon Oct 26 19:43:42 +0000 2015,0,0,SC State Athletics Homecoming Advisory https://t.co/5OE9l25OmW | https://t.co/RBmlCgv5Fv
25,658105979318366208,Sun Oct 25 02:21:07 +0000 2015,0,0,SC State cruises to 34-7 win over Delaware State https://t.co/jKOCXp8RWD | https://t.co/RBmlCgv5Fv
26,657694468951244800,Fri Oct 23 23:05:55 +0000 2015,0,0,Bulldogs Hit The Road To Take On Hornets https://t.co/ah06xISSge | https://t.co/RBmlCgv5Fv
27,656184538125627393,Mon Oct 19 19:05:59 +0000 2015,0,0,SC State’s Pauling and Jamison Earn MEAC Top Weekly Awards https://t.co/g0arepI8ve | https://t.co/RBmlCgv5Fv
28,655515303170850816,Sat Oct 17 22:46:41 +0000 2015,0,0,Bulldogs Dominate Bison In 49-10 Victory http://t.co/0D8REK9Vzg | https://t.co/RBmlCgv5Fv
