,id_str,created_at,retweet_count,favorite_count,text
0,669140707203014656,Tue Nov 24 13:09:11 +0000 2015,0,0,"@TraceeRohde Tx 4 RT FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/5Mv1CKTEMb"
1,669140383608217600,Tue Nov 24 13:07:54 +0000 2015,0,0,"@mjathols Tx 4 RT Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/X45ZxRQ54W"
2,669140100610174976,Tue Nov 24 13:06:46 +0000 2015,0,0,"@VjIshii Tx 4 LK FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/LnyWKb41xS"
3,669139795000614913,Tue Nov 24 13:05:33 +0000 2015,0,0,"@The_Millions  Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/JNYu7ZkyMp"
4,669139424769409024,Tue Nov 24 13:04:05 +0000 2015,0,0,"@Miss_Marit Tx 4 LK Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/9IBy7JVUlX"
5,669138486042193920,Tue Nov 24 13:00:21 +0000 2015,0,1,"Pastel y cafe con leche FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/73MdgVBQIa"
6,669138047066365952,Tue Nov 24 12:58:37 +0000 2015,0,1,"@rosalucy8 Tx 4 FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/rvaXQVng2q"
7,669137776500191232,Tue Nov 24 12:57:32 +0000 2015,0,1,"@memos1729 Tx 4 FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/JN5NNNdb3n"
8,669137425587941378,Tue Nov 24 12:56:08 +0000 2015,0,1,"@IainRobWright Who was real Jack the Ripper? Tx 4 RT FLL Bill Arnold Books, Writer&amp;Author https://t.co/AHkkAW4SaN https://t.co/2TcaHO8HpQ"
9,668997726407958532,Tue Nov 24 03:41:02 +0000 2015,0,1,"@PicadorUSA Tx 4 FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/vNIYN9Cn6C"
10,668997519645515776,Tue Nov 24 03:40:12 +0000 2015,0,1,"@PWreviews Tx 4 RT FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/5tZPxLvQHU"
11,668997188777861120,Tue Nov 24 03:38:53 +0000 2015,0,1,"@MoEriserdi Tx 4 FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/cyfshVYprB"
12,668996842278019072,Tue Nov 24 03:37:31 +0000 2015,0,2,@WTBunting @RasuShrestha @nickreeldx @drnic1 @MandiBPro @eFuturist  @JonathanWareMD @MayoInnovation  Got to become a single payer system
13,668996576795336704,Tue Nov 24 03:36:27 +0000 2015,0,2,"@WTBunting Tx 4 FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/b084o3HGRy"
14,668996149018238976,Tue Nov 24 03:34:45 +0000 2015,0,1,"@Hopper_Lee Tx 4 FLL Bill Arnold Books, Writer&amp;Author #AmazonCart  #oprahsbookclub https://t.co/AHkkAW4SaN https://t.co/fE8GEsVx3F"
