,id_str,created_at,retweet_count,favorite_count,text
0,669078926610685952,Tue Nov 24 09:03:41 +0000 2015,1,0,"RT: Greetings @buffed_up24_7. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
1,669078924408721409,Tue Nov 24 09:03:41 +0000 2015,0,0,"RT: Greetings @kevinleoney @VOV_Ministry. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
2,669078920973561856,Tue Nov 24 09:03:40 +0000 2015,0,0,"RT: Greetings @kkjam99_kayla @irom_rojit. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
3,669030255990931457,Tue Nov 24 05:50:17 +0000 2015,0,0,"RT: Greetings @mercedes_parsha @ilana_vieira. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
4,669030254120271872,Tue Nov 24 05:50:17 +0000 2015,0,0,"RT: Greetings @1SensePhoto @Amuniques. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
5,668981177823313920,Tue Nov 24 02:35:16 +0000 2015,0,0,"RT: Greetings @amari_Jordan3 @Almighty_Mikeee. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
6,668981175092817920,Tue Nov 24 02:35:15 +0000 2015,0,1,"RT: Greetings @Jaylendonique__ @laprincesajess7. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
7,668932185928273921,Mon Nov 23 23:20:35 +0000 2015,0,1,"RT: Greetings @Tecnico_Tuiter @Beukie74. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
8,668932184032448513,Mon Nov 23 23:20:35 +0000 2015,0,0,"RT: Greetings @barbpic30 @Apttus @Hopper_Lee. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
9,668932181939519488,Mon Nov 23 23:20:34 +0000 2015,0,0,"RT: Greetings @Amuniques @DFXSoundSystem @csscx. Also, SHARE &amp; DROP a COMMENT on https://t.co/ItclhVnQnC by @PhrasesFla, Please and Thanks!"
