,id_str,created_at,retweet_count,favorite_count,text
81,668877934065754113,Mon Nov 23 19:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.344; Kraken:$322.53; Bitstamp:$323.99; Bitfinex:$324.23;   https://t.co/gHIKBc6mvg
82,668874162270822400,Mon Nov 23 19:30:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.333; Kraken:$322.98; Bitfinex:$324.15; Bitstamp:$324.32;   https://t.co/gHIKBc6mvg
83,668870386512232451,Mon Nov 23 19:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.917; Kraken:$323.01; Bitfinex:$324.14; Bitstamp:$324.29;   https://t.co/gHIKBc6mvg
84,668866611881857024,Mon Nov 23 19:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.917; Kraken:$322.84; Bitstamp:$324.09; Bitfinex:$324.34;   https://t.co/gHIKBc6mvg
85,668862837767479296,Mon Nov 23 18:45:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320; Kraken:$322.43999; Bitstamp:$323.78; Bitfinex:$324.31;   https://t.co/gHIKBc6mvg
86,668859063661412352,Mon Nov 23 18:30:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.249; Kraken:$323.19999; Bitfinex:$324.44; Bitstamp:$324.67;   https://t.co/gHIKBc6mvg
87,668855288909418498,Mon Nov 23 18:15:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.264; Kraken:$322.96; Bitstamp:$324.39; Bitfinex:$324.53;   https://t.co/gHIKBc6mvg
88,668851512559468548,Mon Nov 23 18:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.103; Kraken:$323.01551; Bitstamp:$324.38; Bitfinex:$324.45;   https://t.co/gHIKBc6mvg
89,668847740575735808,Mon Nov 23 17:45:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.242; Kraken:$323.01594; Bitfinex:$324.44; Bitstamp:$324.59;   https://t.co/gHIKBc6mvg
90,668843960203374593,Mon Nov 23 17:30:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.125; Kraken:$323.01623; Bitstamp:$324.2; Bitfinex:$325.03;   https://t.co/gHIKBc6mvg
91,668840187124916224,Mon Nov 23 17:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.974; Kraken:$323.01697; Bitstamp:$323.55; Bitfinex:$324.29;   https://t.co/gHIKBc6mvg
92,668836410653298689,Mon Nov 23 17:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320; Kraken:$323.01754; Bitstamp:$323.91; Bitfinex:$324.91;   https://t.co/gHIKBc6mvg
93,668832638120120320,Mon Nov 23 16:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.01; Kraken:$323.01754; Bitstamp:$324.12; Bitfinex:$324.25;   https://t.co/gHIKBc6mvg
94,668828863611424769,Mon Nov 23 16:30:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.277; Kraken:$323.01785; Bitstamp:$323.46; Bitfinex:$324.37;   https://t.co/gHIKBc6mvg
95,668825088133873664,Mon Nov 23 16:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.74; Kraken:$323.01938; Bitstamp:$324.04; Bitfinex:$324.38;   https://t.co/gHIKBc6mvg
96,668821314963140608,Mon Nov 23 16:00:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320; Kraken:$323.04551; Bitstamp:$324.08; Bitfinex:$324.49;   https://t.co/gHIKBc6mvg
97,668817537707220992,Mon Nov 23 15:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.998; Kraken:$323.55275; Bitstamp:$324.5; Bitfinex:$325.18;   https://t.co/gHIKBc6mvg
98,668813765455032320,Mon Nov 23 15:30:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.806; Kraken:$323.55953; Bitstamp:$324.76; Bitfinex:$325.31;   https://t.co/gHIKBc6mvg
99,668809989025349633,Mon Nov 23 15:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.9; Kraken:$324.06097; Bitstamp:$324.97; Bitfinex:$325.92;   https://t.co/gHIKBc6mvg
100,668806212998295552,Mon Nov 23 15:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$321.696; Kraken:$324.66634; Bitstamp:$325.46; Bitfinex:$326.32;   https://t.co/gHIKBc6mvg
101,668802436342128640,Mon Nov 23 14:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.17; Kraken:$323; Bitstamp:$324.1; Bitfinex:$324.49;   https://t.co/gHIKBc6mvg
102,668798665230819329,Mon Nov 23 14:30:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.026; Kraken:$323; Bitfinex:$323.89; Bitstamp:$324.07;   https://t.co/gHIKBc6mvg
103,668794886498439168,Mon Nov 23 14:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320; Kraken:$323; Bitfinex:$323.8; Bitstamp:$324.06;   https://t.co/gHIKBc6mvg
104,668791112111366144,Mon Nov 23 14:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.489; Kraken:$323; Bitstamp:$323.4; Bitfinex:$323.7;   https://t.co/gHIKBc6mvg
105,668787339418804224,Mon Nov 23 13:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.815; Kraken:$322.99999; Bitstamp:$323.4; Bitfinex:$323.5;   https://t.co/gHIKBc6mvg
106,668783565144985600,Mon Nov 23 13:30:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.851; Kraken:$322.99999; Bitstamp:$323.39; Bitfinex:$323.68;   https://t.co/gHIKBc6mvg
107,668779789172514816,Mon Nov 23 13:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$321.151; Kraken:$323; Bitfinex:$323.84; Bitstamp:$324.01;   https://t.co/gHIKBc6mvg
108,668776014248550400,Mon Nov 23 13:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.229; Kraken:$322.99901; Bitstamp:$323.23; Bitfinex:$323.87;   https://t.co/gHIKBc6mvg
109,668772239031017473,Mon Nov 23 12:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.78; Kraken:$322.99935; Bitstamp:$323.19; Bitfinex:$323.81;   https://t.co/gHIKBc6mvg
110,668768465017298944,Mon Nov 23 12:30:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.884; Kraken:$322.99997; Bitstamp:$323.25; Bitfinex:$324.04;   https://t.co/gHIKBc6mvg
111,668764691506810882,Mon Nov 23 12:15:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.5; Kraken:$323; Bitstamp:$323.82; Bitfinex:$324.45;   https://t.co/gHIKBc6mvg
112,668760915416846337,Mon Nov 23 12:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$321.089; Kraken:$323.5; Bitstamp:$324.7; Bitfinex:$324.98;   https://t.co/gHIKBc6mvg
113,668757141646409728,Mon Nov 23 11:45:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$321; Kraken:$323.17801; Bitstamp:$323.28; Bitfinex:$324.17;   https://t.co/gHIKBc6mvg
114,668753367456460800,Mon Nov 23 11:30:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.993; Kraken:$323.18296; Bitstamp:$323.51; Bitfinex:$324.35;   https://t.co/gHIKBc6mvg
115,668749590984851456,Mon Nov 23 11:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$321.505; Kraken:$323.18329; Bitstamp:$323.37; Bitfinex:$323.8;   https://t.co/gHIKBc6mvg
116,668745816564178944,Mon Nov 23 11:00:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$321.779; Kraken:$323.07727; Bitstamp:$323.49; Bitfinex:$324.85;   https://t.co/gHIKBc6mvg
117,668742041657061376,Mon Nov 23 10:45:02 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$321.324; Kraken:$322.48104; Bitstamp:$323; Bitfinex:$323.68;   https://t.co/gHIKBc6mvg
118,668738263784497152,Mon Nov 23 10:30:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.805; Kraken:$322.48118; Bitstamp:$322.94; Bitfinex:$323.24;   https://t.co/gHIKBc6mvg
119,668734491440095233,Mon Nov 23 10:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.673; Kraken:$321.32232; Bitfinex:$322.37; Bitstamp:$322.49;   https://t.co/gHIKBc6mvg
120,668730715975122944,Mon Nov 23 10:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.774; Kraken:$321.32234; Bitfinex:$322.37; Bitstamp:$322.45;   https://t.co/gHIKBc6mvg
121,668726938723315712,Mon Nov 23 09:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.299; Kraken:$321.32246; Bitstamp:$322.4; Bitfinex:$322.55;   https://t.co/gHIKBc6mvg
122,668723165221289984,Mon Nov 23 09:30:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$319.953; Kraken:$320.02; Bitstamp:$322.29; Bitfinex:$322.64;   https://t.co/gHIKBc6mvg
123,668719390049837056,Mon Nov 23 09:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.811; Kraken:$321.81913; Bitfinex:$321.89; Bitstamp:$322.24;   https://t.co/gHIKBc6mvg
124,668715617105629184,Mon Nov 23 09:00:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.855; Kraken:$321.81999; Bitstamp:$322.2; Bitfinex:$322.66;   https://t.co/gHIKBc6mvg
125,668711841560965120,Mon Nov 23 08:45:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.532; Kraken:$320.9; Bitstamp:$321.79; Bitfinex:$321.98;   https://t.co/gHIKBc6mvg
126,668708067048075265,Mon Nov 23 08:30:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.772; Kraken:$321.23; Bitstamp:$322; Bitfinex:$322.14;   https://t.co/gHIKBc6mvg
127,668704291801145344,Mon Nov 23 08:15:01 +0000 2015,0,0,#Bitcoin Prices: Btc-e:$320.234; Kraken:$321.05; Bitstamp:$321.6; Bitfinex:$321.93;   https://t.co/gHIKBc6mvg
