,id_str,created_at,retweet_count,favorite_count,text
0,669380879760957440,Wed Nov 25 05:03:32 +0000 2015,12,0,RT @thisisafrica: African Statistics Day countdown: tap into Africa's growth potential with #AnalyseAfrica https://t.co/SgvJYidNkW https://…
1,669280158528966657,Tue Nov 24 22:23:19 +0000 2015,1,0,RT @obiasika: https://t.co/QdU3w2VUZV via youtube @ToyinO1 @eLDeeTheDon @Audu check my man @xangorepublic he can show you all about this #a…
2,669245211520970752,Tue Nov 24 20:04:27 +0000 2015,5,0,RT @MrJerryOC: E'rybody gonna talk #AMAs but dayum @60Minutes was on point! #mpesa piece is a must watch. #Kenya @LesleyRStahl
3,669192473244213249,Tue Nov 24 16:34:53 +0000 2015,4,1,Digging Baloji's (profiled @ TNA) new track &amp; video. Old school Soukous vibe with some creative risks. African indie https://t.co/0a26sJDCwf
4,669164821691179008,Tue Nov 24 14:45:00 +0000 2015,11,0,RT @Ibrahimsagna: Slowing Emerging Markets Will Create Private Equity Opportunities https://t.co/SjWYcOi8bO
5,669159550113722368,Tue Nov 24 14:24:03 +0000 2015,1,0,"Follow on to rate cut, Nigeria bucks African hike CV &amp; embarks on expansionary fiscal &amp; monetary policy: @YIbukun https://t.co/Y1QCrCoVNK"
6,669151502842404865,Tue Nov 24 13:52:05 +0000 2015,1,0,Nigeria central bank cuts benchmark interest rate from 13 to 11% @Reuters https://t.co/xPsZrnI7qD
7,669143990621614080,Tue Nov 24 13:22:14 +0000 2015,5,0,"RT @DisruptAfrica: Applications open for GrowthAfrica accelerators in Kenya, Uganda https://t.co/MwFlSgc1I9"
8,668994801065398273,Tue Nov 24 03:29:24 +0000 2015,3,0,"RT @KarenAttiah: Stunning work from @linaviktor. ・・・
Yellow Sun: The New Contemporaries
will be opening in Lagos, with… https://t.co/Lhgqtf…"
9,668903866176512002,Mon Nov 23 21:28:03 +0000 2015,2,0,RT @JakeRBright: @AubreyHruby &amp; my piece on Africa's record govt $ bond issuances @CFR_Africa @CFR_org: https://t.co/ZwcFtNRqnb https://t.c…
10,668883117915131905,Mon Nov 23 20:05:37 +0000 2015,3,0,RT @JakeRBright: @AubreyHruby &amp; my piece on Africa's record global govt. $ bond issuances @CFR_Africa @CFR_org. $18.1BN since 2013. https:/…
