,id_str,created_at,retweet_count,favorite_count,text
0,659845719180750848,Thu Oct 29 21:34:13 +0000 2015,0,0,"Revista Adventista, ya disponible para iOS y Android https://t.co/1gOoeYt9Eg #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG"
1,659823101312536577,Thu Oct 29 20:04:20 +0000 2015,0,0,ADRA-España: Nepal 6 meses... https://t.co/8gSxB8rJ4C #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG https://t.co/tngy9CchRu
2,659811139761516544,Thu Oct 29 19:16:49 +0000 2015,0,0,S.N.R.*: Ante las oleadas de refugiados https://t.co/d1qXIlceyI #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG
3,659690593333850112,Thu Oct 29 11:17:48 +0000 2015,0,0,Oferta de empleo en Reside... https://t.co/qc7LvxXChg #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG https://t.co/hfYtW1affl
4,659460752001011712,Wed Oct 28 20:04:30 +0000 2015,0,0,La Revista Adventista ya d... https://t.co/PX1CQYGJup #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG https://t.co/LRngfVahW0
5,659434144225624064,Wed Oct 28 18:18:46 +0000 2015,0,0,S.N.R.*: La Alianza Evangé... https://t.co/oAbe2z8mIV #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG https://t.co/z7KArZaIzf
6,659423094285594624,Wed Oct 28 17:34:51 +0000 2015,0,0,Grupo misionero de la UNAC realiza convenio con Salu... https://t.co/oxkmSGR0oC #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG
7,659419316677283840,Wed Oct 28 17:19:51 +0000 2015,0,0,ADRA-España: Mesa redonda “La cooperación local para... https://t.co/plGylMx7kg #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG
8,659071503774777344,Tue Oct 27 18:17:46 +0000 2015,0,0,JAE Rally Voleibol + Encuentro Espiritual 2015 https://t.co/60qAv6FkKa #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG
9,659056628705067008,Tue Oct 27 17:18:39 +0000 2015,0,0,Luto en el CEAS https://t.co/imH0kncHel #adventista #NoticiasAdventistas | https://t.co/9B5bcpTcSG
