,id_str,created_at,retweet_count,favorite_count,text
0,669024263790329857,Tue Nov 24 05:26:29 +0000 2015,0,0,#Photo | A Geothermal Swim - National Geographic https://t.co/22uWOghASM
1,668659444872531968,Mon Nov 23 05:16:49 +0000 2015,0,0,#Photo | Cape Cub - National Geographic https://t.co/Bcq82n2fTq
2,668306467645202432,Sun Nov 22 05:54:13 +0000 2015,0,0,#Photo | All Fall Down - National Geographic https://t.co/ehtvvDhrnr
3,667939064948105216,Sat Nov 21 05:34:17 +0000 2015,0,0,#Photo | Sunrise Sweep - National Geographic https://t.co/GQ9D6oT8hp
4,667574215483199490,Fri Nov 20 05:24:30 +0000 2015,0,0,#Photo | Quiet Reflection - National Geographic https://t.co/mfYeiFpyeJ
5,667224753019756544,Thu Nov 19 06:15:52 +0000 2015,0,0,#Photo | Maneuvers in the Dark - National Geographic https://t.co/CXMM8KyuAa
6,666848633212567552,Wed Nov 18 05:21:18 +0000 2015,0,0,#Photo | Hard Drink - National Geographic https://t.co/GKTxLDW2UG
7,666487536768950272,Tue Nov 17 05:26:26 +0000 2015,0,0,#Photo | Go Up and Flame - National Geographic https://t.co/RDsyghyQUU
8,666124861794840578,Mon Nov 16 05:25:17 +0000 2015,0,0,#Photo | Here Today - National Geographic https://t.co/O9I0TqX93c
9,665762791672946688,Sun Nov 15 05:26:33 +0000 2015,0,0,#Photo | Color Screen - National Geographic https://t.co/1d8t0oB02c
10,665395864316309506,Sat Nov 14 05:08:31 +0000 2015,0,0,#Photo | Blue-Sky Night - National Geographic https://t.co/3gRWG7vfys
11,665046279064576000,Fri Nov 13 05:59:23 +0000 2015,0,0,#Photo | In the Pink - National Geographic https://t.co/zDyY73aH39
12,664677584492494849,Thu Nov 12 05:34:19 +0000 2015,0,0,#Photo | 'Picturesque and Curious' - National Geographic https://t.co/ZQNJSWbITJ
13,664312168884621312,Wed Nov 11 05:22:18 +0000 2015,0,0,#Photo | Pinniped Playground - National Geographic https://t.co/96arg71FxP
14,663955612192083968,Tue Nov 10 05:45:28 +0000 2015,0,0,#Photo | Coastal Commute - National Geographic https://t.co/zbXxco4rfN
