,id_str,created_at,retweet_count,favorite_count,text
0,669101688444162049,Tue Nov 24 10:34:08 +0000 2015,0,0,"FOR WINDOWS XP, VISTA , 7 , 8 AND 10 | https://t.co/x7YMTt3q7I"
1,669101651689500672,Tue Nov 24 10:33:59 +0000 2015,0,0,UNRAVEL THE MYSTERY | https://t.co/x7YMTt3q7I
2,669101616729997312,Tue Nov 24 10:33:51 +0000 2015,0,0,THEY SEE THE RIDE FROM ABOVE | https://t.co/x7YMTt3q7I
3,669101580164042752,Tue Nov 24 10:33:42 +0000 2015,1,0,NO ONE COMES BACK | https://t.co/x7YMTt3q7I
4,669101547393908737,Tue Nov 24 10:33:34 +0000 2015,0,0,SEE THE SURPRISE BURN UP IN THE SKY | https://t.co/x7YMTt3q7I
5,669101510777634816,Tue Nov 24 10:33:26 +0000 2015,0,0,THE CURTAIN IS SHUT | https://t.co/x7YMTt3q7I
6,669101475725897728,Tue Nov 24 10:33:17 +0000 2015,0,0,WHEN LIGHT TURNS THEM DOWN | https://t.co/x7YMTt3q7I
7,669101442511192064,Tue Nov 24 10:33:09 +0000 2015,0,0,MADE IN THE USA | https://t.co/x7YMTt3q7I
8,669101407782350849,Tue Nov 24 10:33:01 +0000 2015,0,0,WHEN DOES THE DREAM BECOME A NIGHTMARE | https://t.co/x7YMTt3q7I
9,669101374219530240,Tue Nov 24 10:32:53 +0000 2015,0,0,SUBCONSCIOUS CORRUPTION | https://t.co/x7YMTt3q7I
10,669101339310329856,Tue Nov 24 10:32:45 +0000 2015,0,0,WHAT HAPPENED JUST WAS | https://t.co/x7YMTt3q7I
11,669101306250817536,Tue Nov 24 10:32:37 +0000 2015,0,0,THEY COME IN RED OR WHITE | https://t.co/x7YMTt3q7I
12,669101272209879041,Tue Nov 24 10:32:29 +0000 2015,0,0,TO THE END OF YOUR MIND | https://t.co/x7YMTt3q7I
13,669101237078376448,Tue Nov 24 10:32:20 +0000 2015,0,0,INTERDIMENSIONAL INTERACTIVE | https://t.co/x7YMTt3q7I
14,669101202647289856,Tue Nov 24 10:32:12 +0000 2015,0,0,THE PARADOX | https://t.co/x7YMTt3q7I
15,669101170590244865,Tue Nov 24 10:32:05 +0000 2015,0,0,WHEN IT COMES TO A STOP | https://t.co/x7YMTt3q7I
16,669101138201804800,Tue Nov 24 10:31:57 +0000 2015,0,0,THE ONLY PLACE TO BUY JIXAVISION IS HERE | https://t.co/x7YMTt3q7I
17,669101105100357632,Tue Nov 24 10:31:49 +0000 2015,0,0,WATCH JIXAVISION | https://t.co/x7YMTt3q7I
18,669101070841348096,Tue Nov 24 10:31:41 +0000 2015,0,0,THE PAINT IS PEELING BACK | https://t.co/x7YMTt3q7I
19,669101036775149568,Tue Nov 24 10:31:33 +0000 2015,0,0,BELIEVE THAT YOUR ASLEEP | https://t.co/x7YMTt3q7I
20,669101001807302656,Tue Nov 24 10:31:24 +0000 2015,0,0,WHEN SHE WAS GONE | https://t.co/x7YMTt3q7I
21,669100968223469568,Tue Nov 24 10:31:16 +0000 2015,0,0,THE IMPACT OF THE SURREAL | https://t.co/x7YMTt3q7I
22,669100929832976384,Tue Nov 24 10:31:07 +0000 2015,0,0,JIXAVISION 1 AND JIXAVISION 2 | https://t.co/x7YMTt3q7I
23,669100897419399173,Tue Nov 24 10:30:59 +0000 2015,0,0,NO INTERNET CONNECTION REQUIRED TO PLAY | https://t.co/x7YMTt3q7I
24,669100862019493888,Tue Nov 24 10:30:51 +0000 2015,0,0,THANK YOU FOR FOLLOWING | https://t.co/x7YMTt3q7I
25,669100828779614209,Tue Nov 24 10:30:43 +0000 2015,0,0,WHETHER YOU FLY IN A LUXURY JET OR PUSH A SHOPPING CART | https://t.co/x7YMTt3q7I
26,669100794046578689,Tue Nov 24 10:30:35 +0000 2015,0,0,THE INTERACTIVE ADVENTURE GAME | https://t.co/x7YMTt3q7I
27,669100759078731776,Tue Nov 24 10:30:26 +0000 2015,0,0,THE EXPERIENCE OF IMAGERY AND SOUND | https://t.co/x7YMTt3q7I
28,669100726618992640,Tue Nov 24 10:30:19 +0000 2015,0,0,THE CONSCIOUS AND SUBCONSCIOUS COLLIDE | https://t.co/x7YMTt3q7I
29,669100694356422656,Tue Nov 24 10:30:11 +0000 2015,0,0,MESSAGES ARE ALL OF NO TIME | https://t.co/x7YMTt3q7I
30,669100661426905088,Tue Nov 24 10:30:03 +0000 2015,0,0,A MIND DERAILING RIDE | https://t.co/x7YMTt3q7I
31,669100626849038336,Tue Nov 24 10:29:55 +0000 2015,0,0,FROM INSIDE YOUR MIND | https://t.co/x7YMTt3q7I
32,669100588144066560,Tue Nov 24 10:29:46 +0000 2015,0,0,SEE THE GAME TRAILER | https://t.co/x7YMTt3q7I
33,669100548688187392,Tue Nov 24 10:29:36 +0000 2015,0,0,A SHOCKING VIEW OF THE FUTURE | https://t.co/x7YMTt3q7I
34,669100509593079808,Tue Nov 24 10:29:27 +0000 2015,0,0,THEY COULD NEVER REMEMBER | https://t.co/x7YMTt3q7I
35,669100466530181120,Tue Nov 24 10:29:17 +0000 2015,0,0,IS THE FUTURE YOUR PAST | https://t.co/x7YMTt3q7I
