,id_str,created_at,retweet_count,favorite_count,text
0,567647821201809408,Tue Feb 17 11:32:41 +0000 2015,0,0,@screenname Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
1,567646560263995392,Tue Feb 17 11:27:40 +0000 2015,0,0,@uzishafiq Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
2,567643996583772160,Tue Feb 17 11:17:29 +0000 2015,0,0,@robaedmunds Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
3,567642477029359616,Tue Feb 17 11:11:27 +0000 2015,0,0,@AlitheaWilliams Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
4,567640697130328065,Tue Feb 17 11:04:23 +0000 2015,0,0,@jenthornton01 Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
5,567639950472904704,Tue Feb 17 11:01:25 +0000 2015,0,0,@Linguafrench Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
6,567638970733838337,Tue Feb 17 10:57:31 +0000 2015,0,0,@StMichaelsColl Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
7,567636432848568320,Tue Feb 17 10:47:26 +0000 2015,0,0,@wyda15 Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
8,567634420408926208,Tue Feb 17 10:39:26 +0000 2015,0,0,@giutheginger Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
9,567632672436912129,Tue Feb 17 10:32:29 +0000 2015,0,0,@Sherry__bee Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
10,567630832072810497,Tue Feb 17 10:25:11 +0000 2015,0,0,@kimberl26588523 Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
11,567629082150440960,Tue Feb 17 10:18:13 +0000 2015,0,0,@AbigailPictonx Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
12,567626833495982080,Tue Feb 17 10:09:17 +0000 2015,0,0,@aimeewithai Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
13,567624339617357826,Tue Feb 17 09:59:23 +0000 2015,0,0,@CraigStrachan91 Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
14,567622247011979264,Tue Feb 17 09:51:04 +0000 2015,0,0,@aaaannmarie Study in Cardiff &amp; wanna save some money? Select Wales from the drop down menu and take a read: http://t.co/7Bi63p9w0F
