,id_str,created_at,retweet_count,favorite_count,text
0,669238370544033792,Tue Nov 24 19:37:16 +0000 2015,2,0,Be optimistic #confidence;https://t.co/EZodKN6hJK
1,669232837250433024,Tue Nov 24 19:15:16 +0000 2015,2,0,Manage an aggressive person with these 6 tips #communication;https://t.co/LaSiTKFmVT
2,669229239657472000,Tue Nov 24 19:00:59 +0000 2015,1,0,What it means to take responsibility #success;https://t.co/pbfBIVizzK
3,669226247499681792,Tue Nov 24 18:49:05 +0000 2015,1,0,Managing anger - 8 Tips to make it a positive experience #anger;https://t.co/3UbZFKHnZf
4,669222067326308353,Tue Nov 24 18:32:29 +0000 2015,0,0,6 Essential beliefs when you make major changes #changemanagement;https://t.co/HH1eGFL4Cw
5,669218252460056580,Tue Nov 24 18:17:19 +0000 2015,5,2,8 Tips to master compassionate communication #empathy;https://t.co/svzFDX6WMP
6,669214172543062017,Tue Nov 24 18:01:06 +0000 2015,0,0,How to live with integrity with 4 simple habits #integrity;https://t.co/pvijP8LJoW
7,669209961608708096,Tue Nov 24 17:44:22 +0000 2015,1,1,How to prepare your argument #communication;https://t.co/TRuuPdTfDx
8,669206109241090049,Tue Nov 24 17:29:04 +0000 2015,1,0,Your assertiveness action plan. How to create it assertiveness;https://t.co/kcyRdhZgUj
9,669202825235275776,Tue Nov 24 17:16:01 +0000 2015,0,0,The mental effects of worry. 6 Symptoms to be aware of #confidence;https://t.co/UohQwuPWWQ
10,669198893519867904,Tue Nov 24 17:00:23 +0000 2015,2,1,7 Tips to avoid broken promises #integrity;https://t.co/653Mh8NTT6
11,669195576647540736,Tue Nov 24 16:47:13 +0000 2015,3,1,4 ways your self image impacts on your performance #selfesteem;https://t.co/kY8H1hbO1S
12,669191580813819904,Tue Nov 24 16:31:20 +0000 2015,1,1,5 Benefits of approval seeking behaviour #confidence;https://t.co/vl6Y8wUhNM
13,669188013491167232,Tue Nov 24 16:17:09 +0000 2015,0,0,Time projection imagery #confidence;https://t.co/I63MjkYSZZ
14,669184113438547973,Tue Nov 24 16:01:40 +0000 2015,2,3,Accepting disapproval. 4 Principals to make it easier #selfesteem;https://t.co/PO3EMSYKuB
15,669179957810241536,Tue Nov 24 15:45:09 +0000 2015,1,1,Why approval seeking is a major waste of time #selfbelief;https://t.co/a6DVApbgfN
16,669176915996069888,Tue Nov 24 15:33:04 +0000 2015,1,0,8 Assertiveness rights which you need to defend #assertiveness;https://t.co/qFMK2c3CKH
17,669172400165142528,Tue Nov 24 15:15:07 +0000 2015,2,1,Coping Imagery #successtips;https://t.co/D2QZLahWVQ
18,669168863171452928,Tue Nov 24 15:01:04 +0000 2015,2,1,Approval the killer drug #confidence;https://t.co/PwQUB26QFU
19,669166141462454272,Tue Nov 24 14:50:15 +0000 2015,1,0,Detachment from beliefs #beliefs;https://t.co/oMkvPN9fdU
20,669162362813988864,Tue Nov 24 14:35:14 +0000 2015,3,1,How to become a better time manager #timemanagement;https://t.co/FIfbLPTkty
21,669157635158089728,Tue Nov 24 14:16:27 +0000 2015,2,0,Setting priorities. The key to effective time management #productivity;https://t.co/iVhWQYQNOx
22,669153784208171008,Tue Nov 24 14:01:09 +0000 2015,2,0,8 Reasons why you might be procrastinating #procrastination;https://t.co/ObHZzORqp4
23,669150987190452224,Tue Nov 24 13:50:02 +0000 2015,1,5,8 Beliefs to help you avoid procrastination and achieve your goals #goals;https://t.co/ICfmEWMyrP
24,669148979247112193,Tue Nov 24 13:42:03 +0000 2015,1,1,Results time. Making time management pay #productivity;https://t.co/ovM5AwqAlT
25,669142681101197312,Tue Nov 24 13:17:01 +0000 2015,2,2,Preparation time. The key to performing under pressure #preparation;https://t.co/VMmhYn08lb
26,669138515813343232,Tue Nov 24 13:00:28 +0000 2015,4,0,Growth time. Building the foundations of success.#successtips;https://t.co/SHoYWssmbN
27,669135381191872512,Tue Nov 24 12:48:01 +0000 2015,2,0,Fun time #timemanagement;https://t.co/gBY05dxj8N
28,669131881586233344,Tue Nov 24 12:34:07 +0000 2015,1,1,keep your meetings on time #timemanagement;https://t.co/ITLOo41wEa
29,669127327113154561,Tue Nov 24 12:16:01 +0000 2015,0,1,Rest time. The foundation of performance #stressmanagement;https://t.co/f9LibzZT2S
30,669124823939960832,Tue Nov 24 12:06:04 +0000 2015,1,0,How to avoid making excuses #excuses;https://t.co/WDdH8bV4Fy
31,669123045487980544,Tue Nov 24 11:59:00 +0000 2015,0,0,Overcoming your procrastination #procrastination;https://t.co/6Kr0bbTbkC
32,669122364513361925,Tue Nov 24 11:56:18 +0000 2015,0,0,7 Simple rules for coping with stress #stressmanagement;https://t.co/tzR9r7W0pp
33,669121813813833729,Tue Nov 24 11:54:06 +0000 2015,4,0,8 Tips for improved focus #timemanagement;https://t.co/0ZzKkk39ro
34,669121786550853632,Tue Nov 24 11:54:00 +0000 2015,4,3,Use technology productively with these 5 tips #technology;https://t.co/LR5viUbMoO
35,669116515447382016,Tue Nov 24 11:33:03 +0000 2015,3,0,6 Methods to capture your commitments #productivity;https://t.co/BriWpjgBEl
36,669111721617973248,Tue Nov 24 11:14:00 +0000 2015,3,1,Be an example of effective time management #productivity;https://t.co/JkyC7tGn6R
37,669108725647581185,Tue Nov 24 11:02:06 +0000 2015,1,0,Simple time management #productivity;https://t.co/KR911X5phA
38,669104729042132992,Tue Nov 24 10:46:13 +0000 2015,5,0,How to stay productive throughout the day #timemanagement;https://t.co/Ptznu1fesW
39,669101226521436160,Tue Nov 24 10:32:18 +0000 2015,4,1,Productivity through small positive actions #timemanagement;https://t.co/FxV3eF69Hm
40,669097423168520192,Tue Nov 24 10:17:11 +0000 2015,1,0,Facing the consequences of self-defeating behaviour #confidence;https://t.co/Z5JUHve9De
41,669093199835758592,Tue Nov 24 10:00:24 +0000 2015,0,0,Understanding passsive aggressive behaviour #assertiveness;https://t.co/vir1bF2K5J
42,669088582229979136,Tue Nov 24 09:42:03 +0000 2015,16,9,Eliminating self defeating behaviour #confidence;https://t.co/ZllWkPmrnE
43,669085358869585920,Tue Nov 24 09:29:15 +0000 2015,4,0,Are you procrastinating? 3 Reasons to be proud #procrastination;https://t.co/QPYMOFMjSH
44,669081813441257472,Tue Nov 24 09:15:09 +0000 2015,1,1,Building self discipline - simple steps to raise your game #selfdiscipline;https://t.co/uQOKkdSd51
45,669079521203781632,Tue Nov 24 09:06:03 +0000 2015,2,3,Rise early and boost your performance #selfdiscipline;https://t.co/BrJOzl0Y3e
46,668961062822223872,Tue Nov 24 01:15:20 +0000 2015,5,1,Picture goals book #goals;https://t.co/u6wV1UHPuM
47,668957352943579136,Tue Nov 24 01:00:36 +0000 2015,3,1,The Power of thoughts #thinkingskills;https://t.co/Wp7TXGJdx4
48,668953480921489408,Tue Nov 24 00:45:13 +0000 2015,1,0,7 Ways to be yourself when others disapprove #approval;https://t.co/vwRTTbnACv
49,668946028905762816,Tue Nov 24 00:15:36 +0000 2015,3,0,Overcoming setbacks - 7 Steps to take when your plan fails #setbacks;https://t.co/2g03yIwrZt
50,668942205910929409,Tue Nov 24 00:00:24 +0000 2015,2,0,9 Factors which create a stress free workplace #stressmanagement;https://t.co/xBwUGwe8so
51,668939089329131520,Mon Nov 23 23:48:01 +0000 2015,5,2,6 Powerful questions for your time mangement review #productivity;https://t.co/HfXtIJPER6
52,668935362174164992,Mon Nov 23 23:33:13 +0000 2015,2,2,7 Emotional symptoms of stress #emotionalstress;https://t.co/vXcD8Xx07t
53,668931335491346432,Mon Nov 23 23:17:13 +0000 2015,2,3,Learning from failure to overcome procrastination #procrastination;https://t.co/rEbHl7Wy7k
54,668928067168022530,Mon Nov 23 23:04:13 +0000 2015,0,0,9 Reasons why you resist change #changemanagement;https://t.co/8LP5pfZDyy
55,668924876170895361,Mon Nov 23 22:51:33 +0000 2015,2,0,8 Personal rights which are essential for quality of life #assertiveness;https://t.co/U6EvoPL6x8
56,668920987405180928,Mon Nov 23 22:36:06 +0000 2015,0,0,4 Pillars of peak performance #peakperformance;https://t.co/RH6oTGtv9N
57,668916441903665153,Mon Nov 23 22:18:02 +0000 2015,2,0,Building resilience in 8 simple steps #resilience;https://t.co/I8G91Nd1Ny
58,668912482711400449,Mon Nov 23 22:02:18 +0000 2015,1,2,Energy building rituals #energymanagement;https://t.co/v3Zef4td7W
59,668910171733782532,Mon Nov 23 21:53:07 +0000 2015,2,1,6 Steps to remove a limiting belief #confidence;https://t.co/M8DX3nfDD8
60,668905868361121797,Mon Nov 23 21:36:01 +0000 2015,2,0,Balance your focus and learn to eat the elephant #timemanagement;https://t.co/g1hvrRCuRz
61,668901655006584832,Mon Nov 23 21:19:16 +0000 2015,2,1,Accept responsibility - the key to better results and relationships #responsibility;https://t.co/Ozrxc0bX0y
62,668898920089677824,Mon Nov 23 21:08:24 +0000 2015,5,4,How to improve your health with self awareness #health;https://t.co/JzN54CF1Fi
63,668893578131865600,Mon Nov 23 20:47:11 +0000 2015,2,1,The importance of motivation #motivation;https://t.co/m9bqAtTRHX
64,668889008085299200,Mon Nov 23 20:29:01 +0000 2015,2,5,10 Physical symptoms of stress you need to be aware of #stressmanagement;https://t.co/1dnR4wcXo7
65,668885522681581569,Mon Nov 23 20:15:10 +0000 2015,0,1,Are you responsible for your life? #responsibility;https://t.co/NiAIdxApSm
66,668881754317549570,Mon Nov 23 20:00:12 +0000 2015,1,0,7 Strategies to stop worrying and start living #confidence;https://t.co/XiHBHT2hma
67,668879503725318144,Mon Nov 23 19:51:15 +0000 2015,4,2,Weekly time management review. Keeping on top of your work #productivity;https://t.co/tJhYwZpMLB
68,668875986612670464,Mon Nov 23 19:37:16 +0000 2015,6,2,7 Tips to relieve stress and anxiety #stressreduction;https://t.co/JYQP9fMgqe
69,668870403323002880,Mon Nov 23 19:15:05 +0000 2015,2,2,"To change a habit, start with awareness #habits;https://t.co/5szObINBQn"
70,668866824432390146,Mon Nov 23 19:00:52 +0000 2015,1,0,7 Essential communication skills #communicaitonskills;https://t.co/GkCKVvK0RQ
71,668863847613210624,Mon Nov 23 18:49:02 +0000 2015,4,0,8 Tips for effective scheduling #timemanagement;https://t.co/RNl6vzZx1J
72,668859561596555265,Mon Nov 23 18:32:00 +0000 2015,0,1,5 Critical reasons why you fail to reach your goals #goals;https://t.co/zT1CA2cyj0
73,668855809611313152,Mon Nov 23 18:17:06 +0000 2015,4,0,What you think of me is none of my business #selfesteem;https://t.co/w9oBn8BDxc
74,668851827975315456,Mon Nov 23 18:01:17 +0000 2015,2,0,Understanding passsive aggressive behaviour #passiveaggressivebehaviour;https://t.co/sVym9uBY6d
75,668847508328685568,Mon Nov 23 17:44:07 +0000 2015,1,0,Developing a problem solving mindset #problemsolving;https://t.co/vmg32svhxO
76,668843780976615425,Mon Nov 23 17:29:18 +0000 2015,0,2,7 Time management mistakes which are costing you dearly #producitivity;https://t.co/hjIHCxelZp
77,668840444806242312,Mon Nov 23 17:16:03 +0000 2015,2,1,8 Productivity boosting behaviours that will boost your performance #timemanagement;https://t.co/WzzkHtwfex
78,668836545772789760,Mon Nov 23 17:00:33 +0000 2015,4,2,7 Principles to help you work smarter not harder #timemanagement;https://t.co/ILsxkwNjXF
79,668833143940583424,Mon Nov 23 16:47:02 +0000 2015,2,0,Work effectively with others #teamwork;https://t.co/3V4y0kOBMk
80,668829120848076800,Mon Nov 23 16:31:03 +0000 2015,4,1,How to improve your time management quickly #productivity;https://t.co/as0OEoff4Y
81,668825649042358272,Mon Nov 23 16:17:15 +0000 2015,0,1,5 Steps which help you to embrace change #changemanagement;https://t.co/h8yidpOBsW
82,668821755830657024,Mon Nov 23 16:01:47 +0000 2015,6,1,8 Rules to be more productive #timemanagement;https://t.co/votLI8LxEw
83,668817580602298368,Mon Nov 23 15:45:11 +0000 2015,3,0,Live in the moment and be happy there #happiness;https://t.co/4ZTQvN4tVc
84,668814588637483009,Mon Nov 23 15:33:18 +0000 2015,0,0,7 Natural energy boosters #energymanagement;https://t.co/z3bLO0djZF
85,668810023947124737,Mon Nov 23 15:15:10 +0000 2015,0,1,How 1 daily action leads to success #success;https://t.co/mz25theyo4
86,668806500740145152,Mon Nov 23 15:01:10 +0000 2015,0,3,4 Reasons why avoidance is not an effective problem solving skill #problemsolving;https://t.co/FAEKkgXDTc
87,668803770701189120,Mon Nov 23 14:50:19 +0000 2015,1,3,Disrupting negative thinking to reduce stress #stressreduction;https://t.co/pu1dqXtQnZ
88,668799976470917121,Mon Nov 23 14:35:14 +0000 2015,2,0,Creating your own personal story - a prerequisite for success #vision;https://t.co/UyoDgpisQz
89,668795141843472384,Mon Nov 23 14:16:02 +0000 2015,1,1,5 Critical elements of a supportive relationship #relationships;https://t.co/lqXthYDXo3
90,668791371407429632,Mon Nov 23 14:01:03 +0000 2015,0,1,Reduce stress with just 1 word #stress;https://t.co/E4R6dOFAXe
91,668788683651350528,Mon Nov 23 13:50:22 +0000 2015,1,0,Fostering self belief #confidence;https://t.co/TGV4A25pF6
92,668786617520365569,Mon Nov 23 13:42:09 +0000 2015,2,0,16 Signs that you are living purposefully #purpose;https://t.co/mS2CMR27lT
93,668780355042848768,Mon Nov 23 13:17:16 +0000 2015,3,2,Time management advice - 7 Tips your boss would never give you #productivity;https://t.co/NAUd5ihxUN
94,668776132817362944,Mon Nov 23 13:00:29 +0000 2015,1,0,Organisational consequences of stress #stress;https://t.co/lBabFgWCvH
95,668773062704291840,Mon Nov 23 12:48:18 +0000 2015,1,3,8 Goal setting mistakes you must avoid;https://t.co/KZ0srUGdcf
96,668769495025102848,Mon Nov 23 12:34:07 +0000 2015,1,2,Why be assertive? 4 Major benefits of assertive behaviour #communication;https://t.co/7NemVLwk69
97,668764966607040512,Mon Nov 23 12:16:07 +0000 2015,1,0,2 Fake friends whom you need to kick into touch #relationships;https://t.co/QGWa2wSGfU
98,668762432236609536,Mon Nov 23 12:06:03 +0000 2015,0,0,5 Tips to harness the power of words #communication;https://t.co/HFK95YHXPx
99,668760733832859649,Mon Nov 23 11:59:18 +0000 2015,0,1,How to brainstorm a project plan #planning;https://t.co/QpdT4ODH3U
100,668759932892749825,Mon Nov 23 11:56:07 +0000 2015,2,1,9 Questions to conduct a quick personal review #personaldevelopment;https://t.co/hJxt1npppC
101,668759453039263744,Mon Nov 23 11:54:13 +0000 2015,0,2,3 Simple assertiveness techniques #communication;https://t.co/Y3FStDYbXY
102,668759426015305730,Mon Nov 23 11:54:06 +0000 2015,4,2,Setting effective goals - an 11 point checklist #goals;https://t.co/sJygSJDhUY
103,668754136926695424,Mon Nov 23 11:33:05 +0000 2015,1,3,The path to a win-win solution #relationships;https://t.co/sbapXY6EW2
104,668749348113620992,Mon Nov 23 11:14:04 +0000 2015,1,0,3 Major benefits when you take action #successtips;https://t.co/jAR2KFVwGR
105,668746355251261440,Mon Nov 23 11:02:10 +0000 2015,1,0,Constructive feedback - a positive approach to behaviour change #leadership;https://t.co/iXwTcZjBJW
106,668742309538869248,Mon Nov 23 10:46:05 +0000 2015,1,0,Developing a career driven mindset #careermanagement;https://t.co/uupqWQP6NZ
107,668738795941031936,Mon Nov 23 10:32:08 +0000 2015,2,3,Build better relationships with emotional intelligence #relationships;https://t.co/qC6ig415W3
108,668735073856958464,Mon Nov 23 10:17:20 +0000 2015,1,2,4 Great questions to improve your problem solving skills #problemsolving;https://t.co/yoY1Zo2lFM
109,668730843926544384,Mon Nov 23 10:00:32 +0000 2015,0,2,8 Tips for more positive living #happinesss;https://t.co/CTRipzQfGX
110,668726208729915392,Mon Nov 23 09:42:07 +0000 2015,3,0,Delegation - 3 Factors you need to understand #timemanagement;https://t.co/BKePcGQHev
111,668722946056278017,Mon Nov 23 09:29:09 +0000 2015,3,1,The problem with being brutally honest #communication;https://t.co/lYSGmHAvup
112,668719392063098881,Mon Nov 23 09:15:01 +0000 2015,1,1,5 Habits that increase your energy and productivity #timemangement;https://t.co/xd4wDkWTSA
113,668717177256738820,Mon Nov 23 09:06:13 +0000 2015,2,1,7 Beliefs that support a positive mindset #confidence;https://t.co/a3itC3SCJW
114,668712594132312064,Mon Nov 23 08:48:01 +0000 2015,3,0,Are you emotionally mature? #emotionalintelligence;https://t.co/OSzF8g70Y1
115,668709874272980993,Mon Nov 23 08:37:12 +0000 2015,5,2,4 Rules of supportive feedback #leadership;https://t.co/aBszyEEPuK
116,668704577953341440,Mon Nov 23 08:16:09 +0000 2015,2,0,Effective teams. 4 Essential steps for working better together #teamwork;https://t.co/hGgpkXoXvi
117,668702049199091712,Mon Nov 23 08:06:07 +0000 2015,1,1,4 Coaching questions to help you develop emotional maturity #emotionalintelligence;https://t.co/dc8Wx8GNX6
118,668697054772920320,Mon Nov 23 07:46:16 +0000 2015,4,1,14 Powerful questions to overcome negative thinking #confidence;https://t.co/idicUaBw6q
119,668693274647990272,Mon Nov 23 07:31:15 +0000 2015,3,3,Clarity of vision - the first step in goal setting #goals;https://t.co/YUvvMg9Vy1
120,668688947934060544,Mon Nov 23 07:14:03 +0000 2015,5,1,7 Steps to relieve stress and anxiety #stressmanagement;https://t.co/JYQP9fMgqe
