,id_str,created_at,retweet_count,favorite_count,text
0,668923158158835712,Mon Nov 23 22:44:43 +0000 2015,0,1,@CharlieFrost interviewed @HeidiSoulsby on her determination to keep fit after a cycling accident last year! Be seen is living streets view
1,668874438528626688,Mon Nov 23 19:31:07 +0000 2015,0,0,@AshleighSoprano @islandfm @IslaBlatchford @BBCCINews sorry if I miss lovely concert due to Santa Claus!
2,668874241664774149,Mon Nov 23 19:30:20 +0000 2015,3,0,RT @AshleighSoprano: Charity concert this Saturday. Pls could you spread the word? @islandfm @IslaBlatchford @BBCCINews @GollopGuern https:…
3,668862768896942084,Mon Nov 23 18:44:45 +0000 2015,0,0,@guernseyMuaeums Candie theatre 2day8pm venue for FREe French talk on liberal Quebec a nation within Canada! @laughingradiodj @GafferMike44
4,668856741686329345,Mon Nov 23 18:20:48 +0000 2015,0,0,"@JKTanytime @StPeterPortPari Father John Moore (who has a wife too) will be inducted at 7pm as Parish priest, 2 days before the new Dean!"
5,668854037941526528,Mon Nov 23 18:10:04 +0000 2015,0,1,@jktanytime welcomed Father Rev Moore to his new vocation at st Stephens @stpeterportpari from Paris. He loves the anglocatholic tradition
6,668853146677047296,Mon Nov 23 18:06:31 +0000 2015,0,0,Stunning news that 5000 people attended WEA Chairman Roy Bisson organized  Xmas charity Faye @BeauCinema yesterday! @GafferMike44 $$$
7,668852042304249857,Mon Nov 23 18:02:08 +0000 2015,0,0,"@kevinstewartgsy @StJamesGsy @Coryn2 @lyndonfarnham @GuernseyChamber Yet, we have had a plethora of such reports over many years! #TAKEriska"
8,668851779191349248,Mon Nov 23 18:01:05 +0000 2015,0,0,@kevinstewartgsy @StJamesGsy @Coryn2 @lyndonfarnham @GuernseyChamber Calls from GIBA that we need proper policy Objectives &amp; analysis on air
9,668851303863427072,Mon Nov 23 17:59:12 +0000 2015,0,0,@kevinstewartgsy @StJamesGsy @Coryn2 @GuernseyChamber Perhapa more surprisingly 1 reason given why megaRich want us is kidnap threat V.low!
10,668850500301955073,Mon Nov 23 17:56:00 +0000 2015,0,0,@kevinstewartgsy right to say @StJamesGsy @coryn2 @lyndonfarnham that there are no easy answers to air routes dilemmaa @guernseychamber
11,668848275282374656,Mon Nov 23 17:47:10 +0000 2015,0,0,@deputybaz @StPPXmasLights @StPeterPortPari @Sherbs1 @ElisBebb I know that in some ways theDouzaineDeputies format isn't too family friendly
12,668847578587529216,Mon Nov 23 17:44:23 +0000 2015,0,0,@StPPXmasLights @stpeterportpari has main private Douzaine meeting 2nite to which Town Deputies are invited @Sherbs1 @ElisBebb @deputybaz
13,668846400348794880,Mon Nov 23 17:39:43 +0000 2015,1,2,The Bailiff Sir Richard Collaa presented gifts to Mrs Walker today on behalf of the people of Guensey @Govgg @gowen1 #proudboundTributes
14,668840083273998336,Mon Nov 23 17:14:36 +0000 2015,2,0,RT @SarniaMutual: NEWS FLASH! We're giving away a turkey with loans over £500. There's only a few left so come and see us soon! https://t.c…
15,668839698983424000,Mon Nov 23 17:13:05 +0000 2015,0,0,@kevinstewartgsy @peterdmills Giba say from a funds perspective there is definitely Role if planned of new airlinks being an economic driver
16,668839147386351616,Mon Nov 23 17:10:53 +0000 2015,0,0,@kevinstewartgsy Andrew Whitaker of Giba skeptical about some non viable airlines. He mentions sons UK air links run below optimal capacity!
17,668790249385025536,Mon Nov 23 13:56:35 +0000 2015,0,1,"Frustrated today that I missed part of @kevinstewartgsy Vision @StJamesGsy due to CLASH with SSD Board, which clashes with LSC. $timetables?"
18,668786680971792385,Mon Nov 23 13:42:24 +0000 2015,2,1,@kevinstewartgsy @StJamesGsy @Govgg @GarryCollinsGue @delisledavid Jason Moriatry CEO C&amp;E stressed @digitalguernsey https://t.co/r2dh6P3DzC
19,668786135779442688,Mon Nov 23 13:40:14 +0000 2015,1,1,@kevinstewartgsy @StJamesGsy @Govgg All politicalBoard participated in Q&amp;A after talk @GarryCollinsGue @delisledavid https://t.co/vyk0YDubbs
20,668784826871361536,Mon Nov 23 13:35:02 +0000 2015,3,1,@kevinstewartgsy introduced @StJamesGsy today well attended briefing on @Govgg EconomicDevelopment strategy delivery https://t.co/aTR7vyGEHx
21,668783835870601216,Mon Nov 23 13:31:06 +0000 2015,1,0,"@GollopGuern MH accuses HSSD &amp; SSD by inuendo of being ""economical with the truth"" about cost savings in new contract? Unproven allegations"
22,668783355039752192,Mon Nov 23 13:29:11 +0000 2015,0,0,mike Hadley is we'd to a geriatric MSG specialist Dr. He says they are on their knees with 70hr working week working more than 10 programAct
23,668782545228689408,Mon Nov 23 13:25:58 +0000 2015,1,1,@BBCGuernsey @coryn02 talks to @kevinstewartgsy about the +++prospects of superRich &amp; megawealthy moving to Guernsey @LocateGuernsey #anon
24,668781535378718723,Mon Nov 23 13:21:58 +0000 2015,0,0,@visitalderney @alderneyholiday @AlderneyCinema @lizwalton @LiteraryIlona peeps upNorth @AlderneyLit always 💏party! https://t.co/fgZVfVn81H
25,668780878970142720,Mon Nov 23 13:19:21 +0000 2015,0,0,@visitalderney @alderneyholiday @AlderneyCinema Many people don't realize superstar JulieAndrews visited Alderney &amp; had a DadinAw @lizwalton
26,668728386257309696,Mon Nov 23 09:50:46 +0000 2015,4508,0,RT @ladygaga: Love this suit @neilbarrett and amazing heels Paula Cademartori https://t.co/UHPfdEQYWc
27,668728366615404544,Mon Nov 23 09:50:41 +0000 2015,3880,0,RT @ladygaga: Love my @YSL t-shirt they are the best! Custom @MaisonValentino purse very vintage @ManoloBlahnik kitten heels ⚾️ https://t.c…
28,668410321506291712,Sun Nov 22 12:46:53 +0000 2015,0,0,@visitalderney @alderneyholiday @AlderneyCinema showed Sound of Music golden jubilee tribute last night singsong https://t.co/vt2pntQuEr
