,id_str,created_at,retweet_count,favorite_count,text
0,668860787679629312,Mon Nov 23 18:36:53 +0000 2015,0,0,@realDonaldTrump https://t.co/NKPnGyMCmg
1,666364413910192128,Mon Nov 16 21:17:11 +0000 2015,0,0,Research &amp; Design budget?  https://t.co/laoHxn2iuR
2,666356839152414721,Mon Nov 16 20:47:05 +0000 2015,0,0,@BarackObama You were elected to be the Leader of the Free World &amp; won the Nobel Prize for Peace. I pray that soon you show the world why.
3,666344705735553024,Mon Nov 16 19:58:52 +0000 2015,0,0,@brooookwangggg Ohhh...what about... @justinbieber and @samsmithworld in 2016?
4,666339421684281344,Mon Nov 16 19:37:52 +0000 2015,3,0,RT @Help1ngHans: #BelieveInEsports #JustDoIt with coL Hans. New Emotes for all!: https://t.co/yJOQ81RFFS
5,666339191538610176,Mon Nov 16 19:36:57 +0000 2015,0,0,"March 9, 2016!!  https://t.co/LFNdUzonwH"
6,666336487059779584,Mon Nov 16 19:26:13 +0000 2015,0,2,MEEEEEEEEE! https://t.co/gVPrxOseLN
7,662754267548262400,Fri Nov 06 22:11:45 +0000 2015,0,0,"⇌ is the description, not the Rx"
8,662725922684956672,Fri Nov 06 20:19:07 +0000 2015,0,0,"Poss: '16L Entry. 
Def: 2Gap hold point.  https://t.co/ObabM0bbfG"
9,662724932917325824,Fri Nov 06 20:15:11 +0000 2015,1,1,"There is no such thing as ""being due"" for anything in life."
10,662530927914934272,Fri Nov 06 07:24:17 +0000 2015,0,0,@ParasiteCoD Your map run-timing has changed.
11,662052350958239744,Wed Nov 04 23:42:35 +0000 2015,0,1,Acquiring partnership with a gif maker is a science.  https://t.co/Mx2vllFhZv
12,662048452721799168,Wed Nov 04 23:27:06 +0000 2015,0,0,https://t.co/gP7gWCoVO7
13,662046536071688193,Wed Nov 04 23:19:29 +0000 2015,0,0,"Heroism
________________

Million-Dollar Wound"
14,662043304792453120,Wed Nov 04 23:06:38 +0000 2015,0,0,"Home or away..
All I hit are game winners..
All I take is contested shots..
All I ever do is score.."
15,662040624275718144,Wed Nov 04 22:55:59 +0000 2015,0,1,https://t.co/ekrkQyH6OW
16,662039538638782464,Wed Nov 04 22:51:40 +0000 2015,0,0,"Directly.
Connect. https://t.co/hXkOvHoqnJ"
17,662039336448188416,Wed Nov 04 22:50:52 +0000 2015,0,1,Shout out to all my #sumaholics ;live &lt;3 &amp;
18,662038603535519744,Wed Nov 04 22:47:57 +0000 2015,0,0,You know what they say about a women in @WideWidthBoots is true! She's breaks hearts and necks with every step! #Salute #BareNakedTruth
19,662025853560164352,Wed Nov 04 21:57:17 +0000 2015,0,0,"Hands-free or Hands-on? 
I can do either or both...
 https://t.co/dh1J3uxutc"
20,662024562104643584,Wed Nov 04 21:52:10 +0000 2015,0,1,Np cool breeze.  https://t.co/0X7RwiMqkX
21,662023434247864320,Wed Nov 04 21:47:41 +0000 2015,0,2,The world will always recognize that your truest beauty is your heart and #PlusSize never matters to real &lt;3. JSayn  https://t.co/i0Ai1WnAJE
22,662020603243704320,Wed Nov 04 21:36:26 +0000 2015,2,1,"Everyday I say to myself: Even Albert Einstein struggled, he too had his share of failures, he too was an addict..He to overcame &amp; triumphed"
23,662018133666873344,Wed Nov 04 21:26:37 +0000 2015,0,0,"@PhillyBirdgangg I suppose in the coming acts, I'll finally accept that those transgressions I committed set the stage for my redemption yet"
24,662013537963782144,Wed Nov 04 21:08:21 +0000 2015,2,1,"#MyStonerConfession Though I may fail often, I have yet to ever consider giving up."
25,662012355413278720,Wed Nov 04 21:03:39 +0000 2015,0,0,Can't get seem to look past my darkest failures &amp; clear my head long enough to focus my present on my brighter future. #MyStonerConfession
26,661998117143756800,Wed Nov 04 20:07:05 +0000 2015,0,0,@BrandenJMusic Thanks for the follow! An honor! #Salute
27,660170883244294144,Fri Oct 30 19:06:18 +0000 2015,0,1,#FridayFeeling like https://t.co/vM9BKCJZUi
28,659845139871825920,Thu Oct 29 21:31:55 +0000 2015,1,1,It takes a clever carpenter to turn a tree into a table; a clever strategist knows how to turn a table into a tree..
29,655073692032958464,Fri Oct 16 17:31:53 +0000 2015,1,1,"Make 'em make the moves you've programmed them to. 
#ReadAndReact"
30,649377987926757380,Thu Oct 01 00:19:11 +0000 2015,5,0,RT @FXstreetNews: $AUDJPY steady below 1hr 200 SMA key resistance  http://t.co/xf8Pyj79sX
31,646557498552414209,Wed Sep 23 05:31:34 +0000 2015,0,0,@TWC customers freaking out and I'm over here http://t.co/nWyWOnOVz4
32,646555308911759360,Wed Sep 23 05:22:52 +0000 2015,1,0,RT @IamCrystalMarie: Time Warner Cable &amp; Chill http://t.co/roGRGSz4Yd
33,644345613774032896,Thu Sep 17 03:02:20 +0000 2015,2,1,"Hmmph...@CNN questions about which female should be on the $10 and codenames... But not a single question about Vets.
#GOPDebate"
34,644329952842612736,Thu Sep 17 02:00:06 +0000 2015,1,1,"@CNN What about Veterans? Which candidate will address the problems/mess that is the @DeptVetAffairs? 
#CNNDebate"
